reference_text,original_transcription,adjusted_transcription,original_confidence,adjusted_confidence,original_duration,adjusted_duration,original_wer,adjusted_wer,phoneme_analysis,wav_file
share,asear,shere,"{'mean_confidence': 0.9738515615463257, 'min_confidence': 0.3634073734283447, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.9972872138023376, 'min_confidence': 0.6360030770301819, 'max_confidence': 0.9999998807907104}",4.045,3.4685,1.0,1.0,"{'original_duration': 4.045, 'adjusted_duration': 3.4685, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.8375, 'total_adjusted_duration': 2.8375, 'tempo_ratio': 1.0}, 'sh': {'count': 1, 'total_original_duration': 0.6275, 'total_adjusted_duration': 0.30263709140361617, 'tempo_ratio': 2.073440493}, 'eh': {'count': 1, 'total_original_duration': 0.345, 'total_adjusted_duration': 0.2162276698966783, 'tempo_ratio': 1.595540479}, 'r': {'count': 1, 'total_original_duration': 0.23, 'total_adjusted_duration': 0.11214184675143497, 'tempo_ratio': 2.050973893}}}",0032.wav
warm,wrn,worn,"{'mean_confidence': 0.9975956082344055, 'min_confidence': 0.5990309119224548, 'max_confidence': 0.9999998807907104}","{'mean_confidence': 0.996976912021637, 'min_confidence': 0.5286762118339539, 'max_confidence': 0.9999997615814209}",3.53,3.1870625,1.0,1.0,"{'original_duration': 3.53, 'adjusted_duration': 3.1870625, 'phoneme_stats': {'sil': {'count': 3, 'total_original_duration': 1.7, 'total_adjusted_duration': 1.7, 'tempo_ratio': 1.0}, 'noi': {'count': 1, 'total_original_duration': 0.7375, 'total_adjusted_duration': 0.7953907491112053, 'tempo_ratio': 0.927217221}, 'w': {'count': 1, 'total_original_duration': 0.3475, 'total_adjusted_duration': 0.24973799214673117, 'tempo_ratio': 1.391458292}, 'ao': {'count': 1, 'total_original_duration': 0.32, 'total_adjusted_duration': 0.2150204485656076, 'tempo_ratio': 1.488230548}, 'r': {'count': 1, 'total_original_duration': 0.1175, 'total_adjusted_duration': 0.05728985649258091, 'tempo_ratio': 2.050973893}, 'm': {'count': 1, 'total_original_duration': 0.305, 'total_adjusted_duration': 0.16965083033457412, 'tempo_ratio': 1.79781024}}}",0033.wav
chair,dear,dear,"{'mean_confidence': 0.9998722076416016, 'min_confidence': 0.9845682382583618, 'max_confidence': 0.9999998807907104}","{'mean_confidence': 0.9997546076774597, 'min_confidence': 0.9630882143974304, 'max_confidence': 0.9999998807907104}",3.425,3.1244375,1.0,1.0,"{'original_duration': 3.425, 'adjusted_duration': 3.1244375, 'phoneme_stats': {'sil': {'count': 3, 'total_original_duration': 2.56, 'total_adjusted_duration': 2.56, 'tempo_ratio': 1.0}, 'noi': {'count': 1, 'total_original_duration': 0.1375, 'total_adjusted_duration': 0.14829319051225862, 'tempo_ratio': 0.927217221}, 'ch': {'count': 1, 'total_original_duration': 0.1525, 'total_adjusted_duration': 0.10237567266372079, 'tempo_ratio': 1.489611702}, 'eh': {'count': 1, 'total_original_duration': 0.2575, 'total_adjusted_duration': 0.16138731883592658, 'tempo_ratio': 1.595540479}, 'r': {'count': 1, 'total_original_duration': 0.3125, 'total_adjusted_duration': 0.15236663960792796, 'tempo_ratio': 2.050973893}}}",0034.wav
sticks,stick,stick,"{'mean_confidence': 0.9958409667015076, 'min_confidence': 0.6510605812072754, 'max_confidence': 1.0}","{'mean_confidence': 0.9975957274436951, 'min_confidence': 0.7359055280685425, 'max_confidence': 1.0}",3.4050625,2.883,1.0,1.0,"{'original_duration': 3.4050625, 'adjusted_duration': 2.883, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 1.715, 'total_adjusted_duration': 1.715, 'tempo_ratio': 1.0}, 's': {'count': 2, 'total_original_duration': 0.9025000000000001, 'total_adjusted_duration': 0.6471790617430302, 'tempo_ratio': 1.394513595}, 'tcl': {'count': 1, 'total_original_duration': 0.255, 'total_adjusted_duration': 0.18241781747361174, 'tempo_ratio': 1.397889765}, 't': {'count': 1, 'total_original_duration': 0.05, 'total_adjusted_duration': 0.0344774183063693, 'tempo_ratio': 1.450224595}, 'ih': {'count': 1, 'total_original_duration': 0.2175, 'total_adjusted_duration': 0.14118726510784246, 'tempo_ratio': 1.540507211}, 'kcl': {'count': 1, 'total_original_duration': 0.115, 'total_adjusted_duration': 0.07372397933945869, 'tempo_ratio': 1.559872392}, 'k': {'count': 1, 'total_original_duration': 0.145, 'total_adjusted_duration': 0.08896474313302054, 'tempo_ratio': 1.629859143}}}",0035.wav
alpha,alv,alba,"{'mean_confidence': 0.9906525015830994, 'min_confidence': 0.5582220554351807, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.999917209148407, 'min_confidence': 0.9948338270187378, 'max_confidence': 0.9999996423721313}",3.3,2.8815625,1.0,1.0,"{'original_duration': 3.3, 'adjusted_duration': 2.8815625, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.397875, 'total_adjusted_duration': 2.397875, 'tempo_ratio': 1.0}, 'ae': {'count': 1, 'total_original_duration': 0.305125, 'total_adjusted_duration': 0.15624706596686347, 'tempo_ratio': 1.95283667}, 'l': {'count': 1, 'total_original_duration': 0.149875, 'total_adjusted_duration': 0.08266789283252193, 'tempo_ratio': 1.812977141}, 'f': {'count': 1, 'total_original_duration': 0.1695, 'total_adjusted_duration': 0.08805177885530911, 'tempo_ratio': 1.925003699}, 'ah': {'count': 1, 'total_original_duration': 0.27475, 'total_adjusted_duration': 0.15671379726363782, 'tempo_ratio': 1.753195984}}}",0036.wav
hair,eare,earh,"{'mean_confidence': 0.9910243153572083, 'min_confidence': 0.5628793835639954, 'max_confidence': 0.9999998807907104}","{'mean_confidence': 0.9885071516036987, 'min_confidence': 0.5632439851760864, 'max_confidence': 0.9999997615814209}",3.83,3.6085625,1.0,1.0,"{'original_duration': 3.83, 'adjusted_duration': 3.6085625, 'phoneme_stats': {'sil': {'count': 3, 'total_original_duration': 2.989, 'total_adjusted_duration': 2.989, 'tempo_ratio': 1.0}, 'noi': {'count': 1, 'total_original_duration': 0.27, 'total_adjusted_duration': 0.291193901369526, 'tempo_ratio': 0.927217221}, 'hh': {'count': 1, 'total_original_duration': 0.1088125, 'total_adjusted_duration': 0.06141626207966157, 'tempo_ratio': 1.771721305}, 'eh': {'count': 1, 'total_original_duration': 0.312125, 'total_adjusted_duration': 0.19562336656956728, 'tempo_ratio': 1.595540479}, 'r': {'count': 1, 'total_original_duration': 0.1463125, 'total_adjusted_duration': 0.07133806066443188, 'tempo_ratio': 2.050973893}}}",0037.wav
rain,rain,rain,"{'mean_confidence': 0.9931425452232361, 'min_confidence': 0.6941533088684082, 'max_confidence': 0.9999998807907104}","{'mean_confidence': 0.9996322989463806, 'min_confidence': 0.9749319553375244, 'max_confidence': 0.9999997615814209}",4.715,4.4735,0.0,0.0,"{'original_duration': 4.715, 'adjusted_duration': 4.4735, 'phoneme_stats': {'sil': {'count': 5, 'total_original_duration': 3.2175, 'total_adjusted_duration': 3.2175, 'tempo_ratio': 1.0}, 'noi': {'count': 3, 'total_original_duration': 0.76, 'total_adjusted_duration': 0.8196569075586657, 'tempo_ratio': 0.927217221}, 'r': {'count': 1, 'total_original_duration': 0.2675, 'total_adjusted_duration': 0.13042584350438632, 'tempo_ratio': 2.050973893}, 'ey': {'count': 1, 'total_original_duration': 0.3, 'total_adjusted_duration': 0.2081066417568381, 'tempo_ratio': 1.441568599}, 'n': {'count': 1, 'total_original_duration': 0.1675, 'total_adjusted_duration': 0.0978299166962081, 'tempo_ratio': 1.712155194}}}",0038.wav
no,no,no,"{'mean_confidence': 0.9999955296516418, 'min_confidence': 0.9997202754020691, 'max_confidence': 0.9999998807907104}","{'mean_confidence': 0.9999968409538269, 'min_confidence': 0.9998921155929565, 'max_confidence': 0.9999998807907104}",3.765,3.5848125,0.0,0.0,"{'original_duration': 3.765, 'adjusted_duration': 3.5848125, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 3.0875000000000004, 'total_adjusted_duration': 3.0875000000000004, 'tempo_ratio': 1.0}, 'noi': {'count': 1, 'total_original_duration': 0.085, 'total_adjusted_duration': 0.09167215413485079, 'tempo_ratio': 0.927217221}, 'n': {'count': 1, 'total_original_duration': 0.1975, 'total_adjusted_duration': 0.11535169282090209, 'tempo_ratio': 1.712155194}, 'ow': {'count': 1, 'total_original_duration': 0.3875, 'total_adjusted_duration': 0.2902384203463212, 'tempo_ratio': 1.335109251}}}",0039.wav
but he always answers banana oil,both e oways ende by name e orio,but e owel end bynamy oyr,"{'mean_confidence': 0.9626829028129578, 'min_confidence': 0.3896416127681732, 'max_confidence': 0.9999995231628418}","{'mean_confidence': 0.9434333443641663, 'min_confidence': 0.36051738262176514, 'max_confidence': 0.9999992847442627}",7.165,5.3098125,1.3333333333333333,0.8333333333333334,"{'original_duration': 7.165, 'adjusted_duration': 5.3098125, 'phoneme_stats': {'sil': {'count': 5, 'total_original_duration': 2.4364375, 'total_adjusted_duration': 2.4364375, 'tempo_ratio': 1.0}, 'noi': {'count': 1, 'total_original_duration': 0.3625, 'total_adjusted_duration': 0.3909547749868636, 'tempo_ratio': 0.927217221}, 'bcl': {'count': 2, 'total_original_duration': 0.2776875, 'total_adjusted_duration': 0.18542026644624027, 'tempo_ratio': 1.497611374}, 'b': {'count': 2, 'total_original_duration': 0.051875000000000004, 'total_adjusted_duration': 0.03416856184447449, 'tempo_ratio': 1.51820847}, 'ah': {'count': 3, 'total_original_duration': 0.6120625, 'total_adjusted_duration': 0.3491124241589638, 'tempo_ratio': 1.753195984}, 'tcl': {'count': 1, 'total_original_duration': 0.1051875, 'total_adjusted_duration': 0.07524734970786484, 'tempo_ratio': 1.397889765}, 't': {'count': 1, 'total_original_duration': 0.032125, 'total_adjusted_duration': 0.022151741261842276, 'tempo_ratio': 1.450224595}, 'iy': {'count': 1, 'total_original_duration': 0.28725, 'total_adjusted_duration': 0.16457953395129024, 'tempo_ratio': 1.745356747}, 'ao': {'count': 1, 'total_original_duration': 0.3953125, 'total_adjusted_duration': 0.2656258471049742, 'tempo_ratio': 1.488230548}, 'w': {'count': 1, 'total_original_duration': 0.1016875, 'total_adjusted_duration': 0.07307980453646253, 'tempo_ratio': 1.391458292}, 'ey': {'count': 1, 'total_original_duration': 0.236375, 'total_adjusted_duration': 0.163970691484242, 'tempo_ratio': 1.441568599}, 'ae': {'count': 2, 'total_original_duration': 0.6364375, 'total_adjusted_duration': 0.32590411158143606, 'tempo_ratio': 1.95283667}, 'n': {'count': 3, 'total_original_duration': 0.34862499999999996, 'total_adjusted_duration': 0.20361764004904803, 'tempo_ratio': 1.712155194}, 's': {'count': 1, 'total_original_duration': 0.055875, 'total_adjusted_duration': 0.04006773415500478, 'tempo_ratio': 1.394513595}, 'er': {'count': 1, 'total_original_duration': 0.28475, 'total_adjusted_duration': 0.13261930762774157, 'tempo_ratio': 2.147123259}, 'z': {'count': 1, 'total_original_duration': 0.2605625, 'total_adjusted_duration': 0.10069971010719142, 'tempo_ratio': 2.587519862}, 'oy': {'count': 1, 'total_original_duration': 0.483, 'total_adjusted_duration': 0.238936598096523, 'tempo_ratio': 2.021456754}, 'l': {'count': 1, 'total_original_duration': 0.1944375, 'total_adjusted_duration': 0.10724762910841357, 'tempo_ratio': 1.812977141}}}",0041.wav
don t ask me to carry an oily rag like that,thein agamy bulgariand oilraduate ube,without an bulgarian oraguage ba,"{'mean_confidence': 0.9601258039474487, 'min_confidence': 0.2903154194355011, 'max_confidence': 0.999998927116394}","{'mean_confidence': 0.9519079327583313, 'min_confidence': 0.42038169503211975, 'max_confidence': 0.9999971389770508}",9.055,6.9025625,1.0,0.9090909090909091,"{'original_duration': 9.055, 'adjusted_duration': 6.9025625, 'phoneme_stats': {'noi': {'count': 3, 'total_original_duration': 1.1375, 'total_adjusted_duration': 1.2267891215105031, 'tempo_ratio': 0.927217221}, 'sil': {'count': 5, 'total_original_duration': 2.3875, 'total_adjusted_duration': 2.3875, 'tempo_ratio': 1.0}, 'dcl': {'count': 2, 'total_original_duration': 0.41500000000000004, 'total_adjusted_duration': 0.2779234453802263, 'tempo_ratio': 1.493216952}, 'd': {'count': 1, 'total_original_duration': 0.0875, 'total_adjusted_duration': 0.05446714133313356, 'tempo_ratio': 1.606473148}, 'ow': {'count': 1, 'total_original_duration': 0.2675, 'total_adjusted_duration': 0.2003581353358475, 'tempo_ratio': 1.335109251}, 'n': {'count': 2, 'total_original_duration': 0.2525, 'total_adjusted_duration': 0.14747494904950773, 'tempo_ratio': 1.712155194}, 'ae': {'count': 5, 'total_original_duration': 1.12, 'total_adjusted_duration': 0.5735246665559594, 'tempo_ratio': 1.95283667}, 'kcl': {'count': 3, 'total_original_duration': 0.27, 'total_adjusted_duration': 0.17309108192742476, 'tempo_ratio': 1.559872392}, 'k': {'count': 3, 'total_original_duration': 0.2425, 'total_adjusted_duration': 0.14878586351556886, 'tempo_ratio': 1.629859143}, 'm': {'count': 1, 'total_original_duration': 0.175, 'total_adjusted_duration': 0.09734064035590319, 'tempo_ratio': 1.79781024}, 'iy': {'count': 3, 'total_original_duration': 0.785, 'total_adjusted_duration': 0.44976478381814744, 'tempo_ratio': 1.745356747}, 'tcl': {'count': 2, 'total_original_duration': 0.255, 'total_adjusted_duration': 0.18241781747361174, 'tempo_ratio': 1.397889765}, 't': {'count': 1, 'total_original_duration': 0.0575, 'total_adjusted_duration': 0.039649031052324694, 'tempo_ratio': 1.450224595}, 'uw': {'count': 1, 'total_original_duration': 0.2875, 'total_adjusted_duration': 0.21308584309718112, 'tempo_ratio': 1.349221496}, 'r': {'count': 2, 'total_original_duration': 0.30000000000000004, 'total_adjusted_duration': 0.14627197402361083, 'tempo_ratio': 2.050973893}, 'oy': {'count': 1, 'total_original_duration': 0.2525, 'total_adjusted_duration': 0.12490991929476618, 'tempo_ratio': 2.021456754}, 'y': {'count': 1, 'total_original_duration': 0.16, 'total_adjusted_duration': 0.09221882297877046, 'tempo_ratio': 1.73500371}, 'l': {'count': 2, 'total_original_duration': 0.185, 'total_adjusted_duration': 0.10204210291253749, 'tempo_ratio': 1.812977141}, 'gcl': {'count': 1, 'total_original_duration': 0.135, 'total_adjusted_duration': 0.08921799027824735, 'tempo_ratio': 1.513147736}, 'g': {'count': 1, 'total_original_duration': 0.0425, 'total_adjusted_duration': 0.02306961781207949, 'tempo_ratio': 1.842249852}, 'ay': {'count': 1, 'total_original_duration': 0.19, 'total_adjusted_duration': 0.13347311959098296, 'tempo_ratio': 1.423507599}, 'dh': {'count': 1, 'total_original_duration': 0.045, 'total_adjusted_duration': 0.019118250125905147, 'tempo_ratio': 2.353771904}}}",0044.wav
feet,with,whit,"{'mean_confidence': 0.9926864504814148, 'min_confidence': 0.45848798751831055, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.9946637153625488, 'min_confidence': 0.7196540832519531, 'max_confidence': 0.9999996423721313}",4.1450625,3.6994375,1.0,1.0,"{'original_duration': 4.1450625, 'adjusted_duration': 3.6994375, 'phoneme_stats': {'sil': {'count': 3, 'total_original_duration': 2.715, 'total_adjusted_duration': 2.715, 'tempo_ratio': 1.0}, 'noi': {'count': 1, 'total_original_duration': 0.2675, 'total_adjusted_duration': 0.2884976615420304, 'tempo_ratio': 0.927217221}, 'f': {'count': 1, 'total_original_duration': 0.4275, 'total_adjusted_duration': 0.22207749534303622, 'tempo_ratio': 1.925003699}, 'iy': {'count': 1, 'total_original_duration': 0.3075, 'total_adjusted_duration': 0.17618174652749086, 'tempo_ratio': 1.745356747}, 'tcl': {'count': 1, 'total_original_duration': 0.18, 'total_adjusted_duration': 0.1287655182166671, 'tempo_ratio': 1.397889765}, 't': {'count': 1, 'total_original_duration': 0.245, 'total_adjusted_duration': 0.16893934970120958, 'tempo_ratio': 1.450224595}}}",0045.wav
stubble,stambo,sdumbo,"{'mean_confidence': 0.9983364939689636, 'min_confidence': 0.8686715364456177, 'max_confidence': 0.9999998807907104}","{'mean_confidence': 0.9867058396339417, 'min_confidence': 0.4714919328689575, 'max_confidence': 0.9999997615814209}",3.985,3.5065625,1.0,1.0,"{'original_duration': 3.985, 'adjusted_duration': 3.5065625, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.68925, 'total_adjusted_duration': 2.68925, 'tempo_ratio': 1.0}, 's': {'count': 1, 'total_original_duration': 0.3475, 'total_adjusted_duration': 0.24919082986781493, 'tempo_ratio': 1.394513595}, 'tcl': {'count': 1, 'total_original_duration': 0.2, 'total_adjusted_duration': 0.14307279801851902, 'tempo_ratio': 1.397889765}, 't': {'count': 1, 'total_original_duration': 0.0399375, 'total_adjusted_duration': 0.02753883787221248, 'tempo_ratio': 1.450224595}, 'ah': {'count': 2, 'total_original_duration': 0.297875, 'total_adjusted_duration': 0.16990399403059547, 'tempo_ratio': 1.753195984}, 'm': {'count': 1, 'total_original_duration': 0.1623125, 'total_adjusted_duration': 0.09028344393010021, 'tempo_ratio': 1.79781024}, 'b': {'count': 1, 'total_original_duration': 0.0231875, 'total_adjusted_duration': 0.015272935475060286, 'tempo_ratio': 1.51820847}, 'l': {'count': 1, 'total_original_duration': 0.2211875, 'total_adjusted_duration': 0.12200236561063182, 'tempo_ratio': 1.812977141}}}",0046.wav
park,bark,borge,"{'mean_confidence': 0.9993818998336792, 'min_confidence': 0.9156186580657959, 'max_confidence': 0.9999998807907104}","{'mean_confidence': 0.9937038421630859, 'min_confidence': 0.6673450469970703, 'max_confidence': 0.9999997615814209}",2.885,2.576875,1.0,1.0,"{'original_duration': 2.885, 'adjusted_duration': 2.576875, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.1254375, 'total_adjusted_duration': 2.1254375, 'tempo_ratio': 1.0}, 'p': {'count': 1, 'total_original_duration': 0.0324375, 'total_adjusted_duration': 0.024060247152599832, 'tempo_ratio': 1.348178171}, 'aa': {'count': 1, 'total_original_duration': 0.215625, 'total_adjusted_duration': 0.1342395530283392, 'tempo_ratio': 1.606270247}, 'r': {'count': 1, 'total_original_duration': 0.182, 'total_adjusted_duration': 0.08873833090765723, 'tempo_ratio': 2.050973893}, 'kcl': {'count': 1, 'total_original_duration': 0.1445625, 'total_adjusted_duration': 0.09267585011530867, 'tempo_ratio': 1.559872392}, 'k': {'count': 1, 'total_original_duration': 0.182, 'total_adjusted_duration': 0.11166609138075682, 'tempo_ratio': 1.629859143}}}",0047.wav
glow,neura,gurel,"{'mean_confidence': 0.9871932864189148, 'min_confidence': 0.5294969081878662, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.983457088470459, 'min_confidence': 0.3924964368343353, 'max_confidence': 0.9999998807907104}",3.7500625,3.467375,1.0,1.0,"{'original_duration': 3.7500625, 'adjusted_duration': 3.467375, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.91, 'total_adjusted_duration': 2.91, 'tempo_ratio': 1.0}, 'g': {'count': 1, 'total_original_duration': 0.33, 'total_adjusted_duration': 0.1791287971290878, 'tempo_ratio': 1.842249852}, 'ow': {'count': 1, 'total_original_duration': 0.505, 'total_adjusted_duration': 0.3782461994190766, 'tempo_ratio': 1.335109251}}}",0048.wav
swarm,se won,se worn,"{'mean_confidence': 0.9950129389762878, 'min_confidence': 0.5492440462112427, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.9872862696647644, 'min_confidence': 0.5151850581169128, 'max_confidence': 0.9999997615814209}",3.9400625,3.47525,2.0,2.0,"{'original_duration': 3.9400625, 'adjusted_duration': 3.47525, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 1.9475, 'total_adjusted_duration': 1.9475, 'tempo_ratio': 1.0}, 'noi': {'count': 1, 'total_original_duration': 0.5025, 'total_adjusted_duration': 0.5419442053266178, 'tempo_ratio': 0.927217221}, 's': {'count': 1, 'total_original_duration': 0.655, 'total_adjusted_duration': 0.4696978232040829, 'tempo_ratio': 1.394513595}, 'w': {'count': 1, 'total_original_duration': 0.2025, 'total_adjusted_duration': 0.145530772402052, 'tempo_ratio': 1.391458292}, 'ao': {'count': 1, 'total_original_duration': 0.2875, 'total_adjusted_duration': 0.19318243425816306, 'tempo_ratio': 1.488230548}, 'r': {'count': 1, 'total_original_duration': 0.17, 'total_adjusted_duration': 0.0828874519467128, 'tempo_ratio': 2.050973893}, 'm': {'count': 1, 'total_original_duration': 0.17, 'total_adjusted_duration': 0.0945594792028774, 'tempo_ratio': 1.79781024}}}",0050.wav
left,that's it,lach it,"{'mean_confidence': 0.9865882396697998, 'min_confidence': 0.6260104179382324, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.978421688079834, 'min_confidence': 0.3277234137058258, 'max_confidence': 0.9999996423721313}",3.07,2.6228125,2.0,2.0,"{'original_duration': 3.07, 'adjusted_duration': 2.6228125, 'phoneme_stats': {'sil': {'count': 3, 'total_original_duration': 1.8103749999999998, 'total_adjusted_duration': 1.8103749999999998, 'tempo_ratio': 1.0}, 'noi': {'count': 1, 'total_original_duration': 0.095, 'total_adjusted_duration': 0.10245711344483323, 'tempo_ratio': 0.927217221}, 'l': {'count': 1, 'total_original_duration': 0.2631875, 'total_adjusted_duration': 0.14516868086645116, 'tempo_ratio': 1.812977141}, 'eh': {'count': 1, 'total_original_duration': 0.1795, 'total_adjusted_duration': 0.11250106303319929, 'tempo_ratio': 1.595540479}, 'f': {'count': 1, 'total_original_duration': 0.305625, 'total_adjusted_duration': 0.15876592868822326, 'tempo_ratio': 1.925003699}, 'tcl': {'count': 2, 'total_original_duration': 0.2814375, 'total_adjusted_duration': 0.20133025296168472, 'tempo_ratio': 1.397889765}, 't': {'count': 2, 'total_original_duration': 0.13368750000000001, 'total_adjusted_duration': 0.0921839971966549, 'tempo_ratio': 1.450224595}}}",0051.wav
form,fond,fond,"{'mean_confidence': 0.9905179142951965, 'min_confidence': 0.7022885680198669, 'max_confidence': 1.0}","{'mean_confidence': 0.9724177122116089, 'min_confidence': 0.45685723423957825, 'max_confidence': 0.9999997615814209}",3.3100625,2.964375,1.0,1.0,"{'original_duration': 3.3100625, 'adjusted_duration': 2.964375, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.4775, 'total_adjusted_duration': 2.4775, 'tempo_ratio': 1.0}, 'f': {'count': 1, 'total_original_duration': 0.1225, 'total_adjusted_duration': 0.06363624135560687, 'tempo_ratio': 1.925003699}, 'ao': {'count': 1, 'total_original_duration': 0.35, 'total_adjusted_duration': 0.2351786156186333, 'tempo_ratio': 1.488230548}, 'r': {'count': 1, 'total_original_duration': 0.1575, 'total_adjusted_duration': 0.07679278636239568, 'tempo_ratio': 2.050973893}, 'm': {'count': 1, 'total_original_duration': 0.2, 'total_adjusted_duration': 0.11124644612103222, 'tempo_ratio': 1.79781024}}}",0052.wav
you wished to know all about my grandfather,you wild to know al about it my grandfather,you wuld to know al about it my grandphile,"{'mean_confidence': 0.99095618724823, 'min_confidence': 0.5586803555488586, 'max_confidence': 1.0}","{'mean_confidence': 0.9786062836647034, 'min_confidence': 0.48536181449890137, 'max_confidence': 0.9999998807907104}",7.87,6.18925,0.375,0.5,"{'original_duration': 7.87, 'adjusted_duration': 6.18925, 'phoneme_stats': {'sil': {'count': 5, 'total_original_duration': 2.9344375, 'total_adjusted_duration': 2.9344375, 'tempo_ratio': 1.0}, 'y': {'count': 1, 'total_original_duration': 0.155, 'total_adjusted_duration': 0.08933698476068389, 'tempo_ratio': 1.73500371}, 'uw': {'count': 2, 'total_original_duration': 0.4525, 'total_adjusted_duration': 0.33537858783121555, 'tempo_ratio': 1.349221496}, 'w': {'count': 1, 'total_original_duration': 0.215, 'total_adjusted_duration': 0.15451415341452432, 'tempo_ratio': 1.391458292}, 'ih': {'count': 1, 'total_original_duration': 0.195, 'total_adjusted_duration': 0.12658168595875532, 'tempo_ratio': 1.540507211}, 'tcl': {'count': 1, 'total_original_duration': 0.255, 'total_adjusted_duration': 0.18241781747361174, 'tempo_ratio': 1.397889765}, 't': {'count': 2, 'total_original_duration': 0.18787500000000001, 'total_adjusted_duration': 0.12954889928618263, 'tempo_ratio': 1.450224595}, 'n': {'count': 2, 'total_original_duration': 0.28993749999999996, 'total_adjusted_duration': 0.1693406655051154, 'tempo_ratio': 1.712155194}, 'ow': {'count': 1, 'total_original_duration': 0.17, 'total_adjusted_duration': 0.12733040376483767, 'tempo_ratio': 1.335109251}, 'ao': {'count': 1, 'total_original_duration': 0.76, 'total_adjusted_duration': 0.5106735653433181, 'tempo_ratio': 1.488230548}, 'ah': {'count': 1, 'total_original_duration': 0.1575, 'total_adjusted_duration': 0.08983593473711722, 'tempo_ratio': 1.753195984}, 'bcl': {'count': 1, 'total_original_duration': 0.1038125, 'total_adjusted_duration': 0.06931871766086092, 'tempo_ratio': 1.497611374}, 'b': {'count': 1, 'total_original_duration': 0.0336875, 'total_adjusted_duration': 0.022188981727917775, 'tempo_ratio': 1.51820847}, 'ax': {'count': 1, 'total_original_duration': 0.395, 'total_adjusted_duration': 0.395, 'tempo_ratio': 1.0}, 'm': {'count': 1, 'total_original_duration': 0.1155625, 'total_adjusted_duration': 0.06427958714930893, 'tempo_ratio': 1.79781024}, 'ay': {'count': 1, 'total_original_duration': 0.33375, 'total_adjusted_duration': 0.23445607191310822, 'tempo_ratio': 1.423507599}, 'gcl': {'count': 1, 'total_original_duration': 0.07875, 'total_adjusted_duration': 0.05204382766231096, 'tempo_ratio': 1.513147736}, 'g': {'count': 1, 'total_original_duration': 0.0225, 'total_adjusted_duration': 0.012213327076983258, 'tempo_ratio': 1.842249852}, 'r': {'count': 1, 'total_original_duration': 0.089875, 'total_adjusted_duration': 0.04382064555124008, 'tempo_ratio': 2.050973893}, 'ae': {'count': 2, 'total_original_duration': 0.42725, 'total_adjusted_duration': 0.21878429802324434, 'tempo_ratio': 1.95283667}, 'f': {'count': 1, 'total_original_duration': 0.07, 'total_adjusted_duration': 0.03636356648891822, 'tempo_ratio': 1.925003699}, 'dh': {'count': 1, 'total_original_duration': 0.1658125, 'total_adjusted_duration': 0.0704454410889255, 'tempo_ratio': 2.353771904}, 'er': {'count': 1, 'total_original_duration': 0.2599375, 'total_adjusted_duration': 0.12106314759082026, 'tempo_ratio': 2.147123259}}}",0053.wav
goat,gold,gold,"{'mean_confidence': 0.9997096061706543, 'min_confidence': 0.9606157541275024, 'max_confidence': 1.0}","{'mean_confidence': 0.999920666217804, 'min_confidence': 0.9939047694206238, 'max_confidence': 1.0}",3.095,2.8116875,1.0,1.0,"{'original_duration': 3.095, 'adjusted_duration': 2.8116875, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.1219375, 'total_adjusted_duration': 2.1219375, 'tempo_ratio': 1.0}, 'gcl': {'count': 1, 'total_original_duration': 0.24, 'total_adjusted_duration': 0.15860976049466197, 'tempo_ratio': 1.513147736}, 'g': {'count': 1, 'total_original_duration': 0.03325, 'total_adjusted_duration': 0.018048583347097483, 'tempo_ratio': 1.842249852}, 'ow': {'count': 1, 'total_original_duration': 0.4936875, 'total_adjusted_duration': 0.36977311005090174, 'tempo_ratio': 1.335109251}, 'tcl': {'count': 1, 'total_original_duration': 0.1178125, 'total_adjusted_duration': 0.08427882008278385, 'tempo_ratio': 1.397889765}, 't': {'count': 1, 'total_original_duration': 0.085625, 'total_adjusted_duration': 0.05904257884965743, 'tempo_ratio': 1.450224595}}}",0054.wav
