reference_text,original_transcription,adjusted_transcription,original_confidence,adjusted_confidence,original_duration,adjusted_duration,original_wer,adjusted_wer,phoneme_analysis,wav_file
two other cases also were under advisement,two other negatedauto wr under and abatament,two later negatedotal are under nd abandonment,"{'mean_confidence': 0.9852058291435242, 'min_confidence': 0.33030906319618225, 'max_confidence': 0.9999998807907104}","{'mean_confidence': 0.9685883522033691, 'min_confidence': 0.33979445695877075, 'max_confidence': 0.9999992847442627}",12.0750625,7.832,0.7142857142857143,0.8571428571428571,"{'original_duration': 12.0750625, 'adjusted_duration': 7.832, 'phoneme_stats': {'noi': {'count': 3, 'total_original_duration': 2.8724999999999996, 'total_adjusted_duration': 2.7248697194491207, 'tempo_ratio': 1.05417884}, 'dcl': {'count': 4, 'total_original_duration': 0.4275, 'total_adjusted_duration': 0.2743971263741364, 'tempo_ratio': 1.557960922}, 'd': {'count': 4, 'total_original_duration': 0.3175, 'total_adjusted_duration': 0.17733306311982103, 'tempo_ratio': 1.790416262}, 'uw': {'count': 1, 'total_original_duration': 0.4, 'total_adjusted_duration': 0.22158186933121288, 'tempo_ratio': 1.805201848}, 'ah': {'count': 3, 'total_original_duration': 1.7025000000000001, 'total_adjusted_duration': 0.8031041616965211, 'tempo_ratio': 2.119899362}, 'dh': {'count': 1, 'total_original_duration': 0.1, 'total_adjusted_duration': 0.04481651941494847, 'tempo_ratio': 2.231320087}, 'er': {'count': 3, 'total_original_duration': 0.6475000000000001, 'total_adjusted_duration': 0.3198764048554256, 'tempo_ratio': 2.024219324}, 'n': {'count': 4, 'total_original_duration': 0.9049999999999999, 'total_adjusted_duration': 0.5207219490024843, 'tempo_ratio': 1.737971679}, 'ey': {'count': 1, 'total_original_duration': 0.2125, 'total_adjusted_duration': 0.13844440435152405, 'tempo_ratio': 1.534912162}, 'kcl': {'count': 1, 'total_original_duration': 0.1575, 'total_adjusted_duration': 0.08006861287361347, 'tempo_ratio': 1.967062927}, 'k': {'count': 1, 'total_original_duration': 0.0525, 'total_adjusted_duration': 0.026432631908789514, 'tempo_ratio': 1.98618133}, 'iy': {'count': 1, 'total_original_duration': 0.19, 'total_adjusted_duration': 0.12214322160078138, 'tempo_ratio': 1.555550914}, 'ao': {'count': 1, 'total_original_duration': 0.605, 'total_adjusted_duration': 0.35088983193550355, 'tempo_ratio': 1.724187893}, 'ow': {'count': 1, 'total_original_duration': 0.105, 'total_adjusted_duration': 0.06433573353289125, 'tempo_ratio': 1.632063462}, 'w': {'count': 1, 'total_original_duration': 0.185, 'total_adjusted_duration': 0.10538604455872581, 'tempo_ratio': 1.755450646}, 'ae': {'count': 2, 'total_original_duration': 1.5825, 'total_adjusted_duration': 0.9039543953710867, 'tempo_ratio': 1.750641413}, 'bcl': {'count': 1, 'total_original_duration': 0.12, 'total_adjusted_duration': 0.07439683772818981, 'tempo_ratio': 1.612971783}, 'b': {'count': 1, 'total_original_duration': 0.0275, 'total_adjusted_duration': 0.01643597426053754, 'tempo_ratio': 1.673159106}, 'eh': {'count': 1, 'total_original_duration': 0.125, 'total_adjusted_duration': 0.07900262530211229, 'tempo_ratio': 1.582225901}, 'tcl': {'count': 2, 'total_original_duration': 0.295, 'total_adjusted_duration': 0.17608548019615908, 'tempo_ratio': 1.675322688}, 't': {'count': 2, 'total_original_duration': 0.385, 'total_adjusted_duration': 0.23368982574620722, 'tempo_ratio': 1.647482935}, 'm': {'count': 1, 'total_original_duration': 0.495, 'total_adjusted_duration': 0.2825179435806998, 'tempo_ratio': 1.752101101}, 'ih': {'count': 1, 'total_original_duration': 0.1525, 'total_adjusted_duration': 0.09160697617170636, 'tempo_ratio': 1.664720378}}}",0147.wav
pile,by al,by ol,"{'mean_confidence': 0.999594509601593, 'min_confidence': 0.9634000062942505, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.9937530755996704, 'min_confidence': 0.6422775387763977, 'max_confidence': 0.9999997615814209}",3.22,2.7270625,2.0,2.0,"{'original_duration': 3.22, 'adjusted_duration': 2.7270625, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.2425, 'total_adjusted_duration': 2.1272481621809067, 'tempo_ratio': 1.05417884}, 'pcl': {'count': 1, 'total_original_duration': 0.43, 'total_adjusted_duration': 0.2575734501242439, 'tempo_ratio': 1.66942672}, 'p': {'count': 1, 'total_original_duration': 0.0675, 'total_adjusted_duration': 0.04122449353784353, 'tempo_ratio': 1.637376089}, 'ay': {'count': 1, 'total_original_duration': 0.2225, 'total_adjusted_duration': 0.16344865297921102, 'tempo_ratio': 1.361283779}, 'l': {'count': 1, 'total_original_duration': 0.2475, 'total_adjusted_duration': 0.137557606756662, 'tempo_ratio': 1.799246191}}}",0148.wav
we re,oel,o yel,"{'mean_confidence': 0.9815431237220764, 'min_confidence': 0.6890389323234558, 'max_confidence': 0.9999996423721313}","{'mean_confidence': 0.9664130210876465, 'min_confidence': 0.34723594784736633, 'max_confidence': 0.9999996423721313}",2.85,2.426875,1.0,1.0,"{'original_duration': 2.85, 'adjusted_duration': 2.426875, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.13, 'total_adjusted_duration': 2.0205300269544395, 'tempo_ratio': 1.05417884}, 'w': {'count': 1, 'total_original_duration': 0.22, 'total_adjusted_duration': 0.1253239448806469, 'tempo_ratio': 1.755450646}, 'iy': {'count': 1, 'total_original_duration': 0.1775, 'total_adjusted_duration': 0.11410748333757206, 'tempo_ratio': 1.555550914}, 'aa': {'count': 1, 'total_original_duration': 0.3125, 'total_adjusted_duration': 0.1669341186290343, 'tempo_ratio': 1.871995986}}}",0151.wav
steer,dear,dear,"{'mean_confidence': 0.9999808669090271, 'min_confidence': 0.9984573125839233, 'max_confidence': 1.0}","{'mean_confidence': 0.9996321797370911, 'min_confidence': 0.9571548104286194, 'max_confidence': 0.9999998807907104}",3.085,2.5381875,1.0,1.0,"{'original_duration': 3.085, 'adjusted_duration': 2.5381875, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.9074999999999998, 'total_adjusted_duration': 1.8094652706176495, 'tempo_ratio': 1.05417884}, 'dcl': {'count': 1, 'total_original_duration': 0.665, 'total_adjusted_duration': 0.4268399743597677, 'tempo_ratio': 1.557960922}, 'd': {'count': 1, 'total_original_duration': 0.095, 'total_adjusted_duration': 0.053060286602781094, 'tempo_ratio': 1.790416262}, 'ih': {'count': 1, 'total_original_duration': 0.215, 'total_adjusted_duration': 0.12915081886502863, 'tempo_ratio': 1.664720378}, 'r': {'count': 1, 'total_original_duration': 0.1875, 'total_adjusted_duration': 0.11965742305692019, 'tempo_ratio': 1.566973408}}}",0152.wav
one validated acts of school districts,fan baledin and at amanscundecdetwet,mon baledin ad at amtun dcdetrest,"{'mean_confidence': 0.9550648331642151, 'min_confidence': 0.36516517400741577, 'max_confidence': 0.9999992847442627}","{'mean_confidence': 0.936570405960083, 'min_confidence': 0.2278541475534439, 'max_confidence': 0.9999984502792358}",11.9750625,8.3951875,1.0,1.0,"{'original_duration': 11.9750625, 'adjusted_duration': 8.3951875, 'phoneme_stats': {'noi': {'count': 7, 'total_original_duration': 3.84, 'total_adjusted_duration': 3.6426456823967364, 'tempo_ratio': 1.05417884}, 'w': {'count': 1, 'total_original_duration': 0.12, 'total_adjusted_duration': 0.06835851538944376, 'tempo_ratio': 1.755450646}, 'ah': {'count': 2, 'total_original_duration': 0.3675, 'total_adjusted_duration': 0.17335728600497594, 'tempo_ratio': 2.119899362}, 'n': {'count': 1, 'total_original_duration': 0.335, 'total_adjusted_duration': 0.19275342863627873, 'tempo_ratio': 1.737971679}, 'v': {'count': 2, 'total_original_duration': 0.6075, 'total_adjusted_duration': 0.3409776681769845, 'tempo_ratio': 1.781641605}, 'ae': {'count': 3, 'total_original_duration': 0.7100000000000001, 'total_adjusted_duration': 0.40556563710171983, 'tempo_ratio': 1.750641413}, 'l': {'count': 2, 'total_original_duration': 0.7374999999999999, 'total_adjusted_duration': 0.4098938787193464, 'tempo_ratio': 1.799246191}, 'ih': {'count': 6, 'total_original_duration': 0.5275000000000001, 'total_adjusted_duration': 0.31687003233164, 'tempo_ratio': 1.664720378}, 'dcl': {'count': 5, 'total_original_duration': 1.2925, 'total_adjusted_duration': 0.8296100253533831, 'tempo_ratio': 1.557960922}, 'd': {'count': 5, 'total_original_duration': 0.18000000000000002, 'total_adjusted_duration': 0.10053527987895367, 'tempo_ratio': 1.790416262}, 'ey': {'count': 1, 'total_original_duration': 0.21, 'total_adjusted_duration': 0.13681564665327084, 'tempo_ratio': 1.534912162}, 'tcl': {'count': 4, 'total_original_duration': 0.835, 'total_adjusted_duration': 0.49841144394506043, 'tempo_ratio': 1.675322688}, 't': {'count': 4, 'total_original_duration': 0.365, 'total_adjusted_duration': 0.22155009453861202, 'tempo_ratio': 1.647482935}, 'k': {'count': 3, 'total_original_duration': 0.3225, 'total_adjusted_duration': 0.1623718817254213, 'tempo_ratio': 1.98618133}, 's': {'count': 1, 'total_original_duration': 0.305, 'total_adjusted_duration': 0.1810079502009218, 'tempo_ratio': 1.685008861}, 'uw': {'count': 1, 'total_original_duration': 0.2425, 'total_adjusted_duration': 0.1343340082820478, 'tempo_ratio': 1.805201848}, 'm': {'count': 1, 'total_original_duration': 0.555, 'total_adjusted_duration': 0.3167625428026028, 'tempo_ratio': 1.752101101}, 'kcl': {'count': 1, 'total_original_duration': 0.07, 'total_adjusted_duration': 0.03558605016605044, 'tempo_ratio': 1.967062927}, 'r': {'count': 1, 'total_original_duration': 0.1175, 'total_adjusted_duration': 0.07498531844900332, 'tempo_ratio': 1.566973408}, 'th': {'count': 1, 'total_original_duration': 0.22, 'total_adjusted_duration': 0.1529518665300966, 'tempo_ratio': 1.438361002}}}",0153.wav
i was conscious all the time,i uld continumen al the time,i would gun the new mini o o the time,"{'mean_confidence': 0.9766258001327515, 'min_confidence': 0.45699551701545715, 'max_confidence': 0.9999988079071045}","{'mean_confidence': 0.9342607855796814, 'min_confidence': 0.2237604707479477, 'max_confidence': 0.9999938011169434}",7.51,5.4873125,0.5,1.1666666666666667,"{'original_duration': 7.51, 'adjusted_duration': 5.4873125, 'phoneme_stats': {'noi': {'count': 3, 'total_original_duration': 2.6875, 'total_adjusted_duration': 2.5493776748544867, 'tempo_ratio': 1.05417884}, 'ay': {'count': 2, 'total_original_duration': 0.5475, 'total_adjusted_duration': 0.40219387643199117, 'tempo_ratio': 1.361283779}, 'w': {'count': 1, 'total_original_duration': 0.1625, 'total_adjusted_duration': 0.0925688229232051, 'tempo_ratio': 1.755450646}, 'aa': {'count': 2, 'total_original_duration': 0.18, 'total_adjusted_duration': 0.09615405233032374, 'tempo_ratio': 1.871995986}, 'gcl': {'count': 1, 'total_original_duration': 0.195, 'total_adjusted_duration': 0.14255887074389914, 'tempo_ratio': 1.367855953}, 'g': {'count': 1, 'total_original_duration': 0.09, 'total_adjusted_duration': 0.05759322707335583, 'tempo_ratio': 1.562683749}, 'kcl': {'count': 1, 'total_original_duration': 0.15, 'total_adjusted_duration': 0.07625582178439379, 'tempo_ratio': 1.967062927}, 'k': {'count': 1, 'total_original_duration': 0.075, 'total_adjusted_duration': 0.03776090272684216, 'tempo_ratio': 1.98618133}, 'n': {'count': 2, 'total_original_duration': 0.5549999999999999, 'total_adjusted_duration': 0.3193377698302528, 'tempo_ratio': 1.737971679}, 'dcl': {'count': 3, 'total_original_duration': 0.6475, 'total_adjusted_duration': 0.41560734345556327, 'tempo_ratio': 1.557960922}, 'd': {'count': 2, 'total_original_duration': 0.07250000000000001, 'total_adjusted_duration': 0.040493376617911886, 'tempo_ratio': 1.790416262}, 'ih': {'count': 3, 'total_original_duration': 0.51, 'total_adjusted_duration': 0.3063577563775098, 'tempo_ratio': 1.664720378}, 'm': {'count': 2, 'total_original_duration': 0.2075, 'total_adjusted_duration': 0.11842923897574789, 'tempo_ratio': 1.752101101}, 'l': {'count': 2, 'total_original_duration': 0.2425, 'total_adjusted_duration': 0.13477866520602239, 'tempo_ratio': 1.799246191}, 'ey': {'count': 1, 'total_original_duration': 0.295, 'total_adjusted_duration': 0.19219340839388047, 'tempo_ratio': 1.534912162}, 'ao': {'count': 3, 'total_original_duration': 0.6875, 'total_adjusted_duration': 0.398738445381254, 'tempo_ratio': 1.724187893}, 'dh': {'count': 1, 'total_original_duration': 0.03, 'total_adjusted_duration': 0.01344495582448454, 'tempo_ratio': 2.231320087}, 'ah': {'count': 1, 'total_original_duration': 0.0425, 'total_adjusted_duration': 0.020048121510779532, 'tempo_ratio': 2.119899362}, 'tcl': {'count': 1, 'total_original_duration': 0.0875, 'total_adjusted_duration': 0.05222874412597938, 'tempo_ratio': 1.675322688}, 't': {'count': 1, 'total_original_duration': 0.035, 'total_adjusted_duration': 0.021244529613291565, 'tempo_ratio': 1.647482935}}}",0156.wav
she is thinner than i am,tyoui would thiner than i am,to you or lit thiner than i am,"{'mean_confidence': 0.9838658571243286, 'min_confidence': 0.438541054725647, 'max_confidence': 0.9999996423721313}","{'mean_confidence': 0.9591960906982422, 'min_confidence': 0.36102095246315, 'max_confidence': 0.9999990463256836}",6.835,5.24025,0.5,0.8333333333333334,"{'original_duration': 6.835, 'adjusted_duration': 5.24025, 'phoneme_stats': {'noi': {'count': 3, 'total_original_duration': 3.1475, 'total_adjusted_duration': 2.985736272224929, 'tempo_ratio': 1.05417884}, 'dcl': {'count': 3, 'total_original_duration': 1.01, 'total_adjusted_duration': 0.648283269328369, 'tempo_ratio': 1.557960922}, 'jh': {'count': 1, 'total_original_duration': 0.17, 'total_adjusted_duration': 0.08915546269677306, 'tempo_ratio': 1.906781647}, 'ih': {'count': 2, 'total_original_duration': 0.15000000000000002, 'total_adjusted_duration': 0.09010522246397348, 'tempo_ratio': 1.664720378}, 'iy': {'count': 1, 'total_original_duration': 0.13, 'total_adjusted_duration': 0.08357167793737673, 'tempo_ratio': 1.555550914}, 'w': {'count': 2, 'total_original_duration': 0.38999999999999996, 'total_adjusted_duration': 0.22216517501569222, 'tempo_ratio': 1.755450646}, 'aa': {'count': 2, 'total_original_duration': 0.2875, 'total_adjusted_duration': 0.15357938913871155, 'tempo_ratio': 1.871995986}, 'th': {'count': 1, 'total_original_duration': 0.1075, 'total_adjusted_duration': 0.07473784387266083, 'tempo_ratio': 1.438361002}, 'n': {'count': 2, 'total_original_duration': 0.21999999999999997, 'total_adjusted_duration': 0.12658434119397408, 'tempo_ratio': 1.737971679}, 'er': {'count': 1, 'total_original_duration': 0.2825, 'total_adjusted_duration': 0.13955997586356406, 'tempo_ratio': 2.024219324}, 'd': {'count': 1, 'total_original_duration': 0.0625, 'total_adjusted_duration': 0.03490808329130335, 'tempo_ratio': 1.790416262}, 'eh': {'count': 2, 'total_original_duration': 0.23, 'total_adjusted_duration': 0.14536483055588661, 'tempo_ratio': 1.582225901}, 'ay': {'count': 1, 'total_original_duration': 0.505, 'total_adjusted_duration': 0.370973347211243, 'tempo_ratio': 1.361283779}, 'm': {'count': 1, 'total_original_duration': 0.1325, 'total_adjusted_duration': 0.07562348994836914, 'tempo_ratio': 1.752101101}}}",0157.wav
i just try to do my best,iyed trimeto be the tom of my banth,i didnet tlimeto be i the dom of my leanth,"{'mean_confidence': 0.9729228615760803, 'min_confidence': 0.2761539816856384, 'max_confidence': 0.9999954700469971}","{'mean_confidence': 0.9760473370552063, 'min_confidence': 0.44114312529563904, 'max_confidence': 0.9999988079071045}",10.83,8.2035,1.0,1.1428571428571428,"{'original_duration': 10.83, 'adjusted_duration': 8.2035, 'phoneme_stats': {'noi': {'count': 8, 'total_original_duration': 4.36, 'total_adjusted_duration': 4.1359206185546284, 'tempo_ratio': 1.05417884}, 'dcl': {'count': 6, 'total_original_duration': 1.3575, 'total_adjusted_duration': 0.8713312258547138, 'tempo_ratio': 1.557960922}, 'd': {'count': 7, 'total_original_duration': 0.3975, 'total_adjusted_duration': 0.2220154097326893, 'tempo_ratio': 1.790416262}, 'ih': {'count': 5, 'total_original_duration': 0.5800000000000001, 'total_adjusted_duration': 0.3484068601940307, 'tempo_ratio': 1.664720378}, 'ay': {'count': 4, 'total_original_duration': 1.36, 'total_adjusted_duration': 0.9990569350639416, 'tempo_ratio': 1.361283779}, 'tcl': {'count': 2, 'total_original_duration': 0.2525, 'total_adjusted_duration': 0.15071723304925483, 'tempo_ratio': 1.675322688}, 't': {'count': 2, 'total_original_duration': 0.105, 'total_adjusted_duration': 0.06373358883987469, 'tempo_ratio': 1.647482935}, 'w': {'count': 1, 'total_original_duration': 0.1275, 'total_adjusted_duration': 0.07263092260128401, 'tempo_ratio': 1.755450646}, 'm': {'count': 2, 'total_original_duration': 0.805, 'total_adjusted_duration': 0.4594483728938653, 'tempo_ratio': 1.752101101}, 'uw': {'count': 2, 'total_original_duration': 0.69, 'total_adjusted_duration': 0.3822287245963422, 'tempo_ratio': 1.805201848}, 'b': {'count': 2, 'total_original_duration': 0.0975, 'total_adjusted_duration': 0.058272999650996735, 'tempo_ratio': 1.673159106}, 'iy': {'count': 1, 'total_original_duration': 0.5275, 'total_adjusted_duration': 0.3391081547074325, 'tempo_ratio': 1.555550914}, 'bcl': {'count': 1, 'total_original_duration': 0.0475, 'total_adjusted_duration': 0.029448748267408467, 'tempo_ratio': 1.612971783}, 'eh': {'count': 1, 'total_original_duration': 0.1125, 'total_adjusted_duration': 0.07110236277190106, 'tempo_ratio': 1.582225901}}}",0158.wav
pad,bad,ha bad,"{'mean_confidence': 0.9996135830879211, 'min_confidence': 0.9731965661048889, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.9963535666465759, 'min_confidence': 0.7786251902580261, 'max_confidence': 0.9999996423721313}",3.29,2.832375,1.0,2.0,"{'original_duration': 3.29, 'adjusted_duration': 2.832375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.5425, 'total_adjusted_duration': 2.4118298561181515, 'tempo_ratio': 1.05417884}, 'pcl': {'count': 1, 'total_original_duration': 0.1525, 'total_adjusted_duration': 0.09134872359057486, 'tempo_ratio': 1.66942672}, 'p': {'count': 1, 'total_original_duration': 0.055, 'total_adjusted_duration': 0.0335903280678725, 'tempo_ratio': 1.637376089}, 'ae': {'count': 1, 'total_original_duration': 0.2975, 'total_adjusted_duration': 0.16993771413769243, 'tempo_ratio': 1.750641413}, 'd': {'count': 1, 'total_original_duration': 0.225, 'total_adjusted_duration': 0.12566909984869207, 'tempo_ratio': 1.790416262}}}",0159.wav
are your grades higher or lower than nancy s,ayum ireria grens hi lawenthenancyed,ayun ireia grens higher lone than nancy,"{'mean_confidence': 0.9741243124008179, 'min_confidence': 0.4439188838005066, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.9562796950340271, 'min_confidence': 0.27019014954566956, 'max_confidence': 0.9999992847442627}",11.43,8.4365,1.0,0.6666666666666666,"{'original_duration': 11.43, 'adjusted_duration': 8.4365, 'phoneme_stats': {'noi': {'count': 4, 'total_original_duration': 4.405, 'total_adjusted_duration': 4.178607872645214, 'tempo_ratio': 1.05417884}, 'ay': {'count': 3, 'total_original_duration': 1.035, 'total_adjusted_duration': 0.7603117116111613, 'tempo_ratio': 1.361283779}, 'y': {'count': 2, 'total_original_duration': 0.44, 'total_adjusted_duration': 0.22659710226266044, 'tempo_ratio': 1.941772404}, 'uw': {'count': 1, 'total_original_duration': 0.1625, 'total_adjusted_duration': 0.09001763441580522, 'tempo_ratio': 1.805201848}, 'm': {'count': 1, 'total_original_duration': 0.2075, 'total_adjusted_duration': 0.11842923897574789, 'tempo_ratio': 1.752101101}, 'aa': {'count': 1, 'total_original_duration': 0.76, 'total_adjusted_duration': 0.4059837765058114, 'tempo_ratio': 1.871995986}, 'ao': {'count': 2, 'total_original_duration': 0.4175, 'total_adjusted_duration': 0.24214298319516153, 'tempo_ratio': 1.724187893}, 'gcl': {'count': 1, 'total_original_duration': 0.1275, 'total_adjusted_duration': 0.09321156933254944, 'tempo_ratio': 1.367855953}, 'g': {'count': 1, 'total_original_duration': 0.08, 'total_adjusted_duration': 0.05119397962076074, 'tempo_ratio': 1.562683749}, 'r': {'count': 2, 'total_original_duration': 0.185, 'total_adjusted_duration': 0.11806199074949458, 'tempo_ratio': 1.566973408}, 'ey': {'count': 1, 'total_original_duration': 0.26, 'total_adjusted_duration': 0.16939080061833534, 'tempo_ratio': 1.534912162}, 'd': {'count': 1, 'total_original_duration': 0.055, 'total_adjusted_duration': 0.03071911329634695, 'tempo_ratio': 1.790416262}, 'hh': {'count': 2, 'total_original_duration': 0.6749999999999999, 'total_adjusted_duration': 0.46844472855867836, 'tempo_ratio': 1.440938405}, 'er': {'count': 2, 'total_original_duration': 0.5125, 'total_adjusted_duration': 0.2531840270091206, 'tempo_ratio': 2.024219324}, 'l': {'count': 1, 'total_original_duration': 0.1925, 'total_adjusted_duration': 0.10698924969962602, 'tempo_ratio': 1.799246191}, 'ow': {'count': 1, 'total_original_duration': 0.19, 'total_adjusted_duration': 0.11641704163094609, 'tempo_ratio': 1.632063462}, 'n': {'count': 4, 'total_original_duration': 1.16, 'total_adjusted_duration': 0.6674447081136816, 'tempo_ratio': 1.737971679}, 'dh': {'count': 1, 'total_original_duration': 0.055, 'total_adjusted_duration': 0.024649085678221657, 'tempo_ratio': 2.231320087}, 'eh': {'count': 1, 'total_original_duration': 0.09, 'total_adjusted_duration': 0.05688189021752084, 'tempo_ratio': 1.582225901}, 'ae': {'count': 1, 'total_original_duration': 0.1525, 'total_adjusted_duration': 0.08711092909579192, 'tempo_ratio': 1.750641413}, 'th': {'count': 1, 'total_original_duration': 0.0975, 'total_adjusted_duration': 0.067785486303111, 'tempo_ratio': 1.438361002}, 'iy': {'count': 1, 'total_original_duration': 0.16, 'total_adjusted_duration': 0.10285744976907905, 'tempo_ratio': 1.555550914}}}",0160.wav
group,whip,with,"{'mean_confidence': 0.9947860240936279, 'min_confidence': 0.5115312933921814, 'max_confidence': 0.9999998807907104}","{'mean_confidence': 0.9911497831344604, 'min_confidence': 0.6456969380378723, 'max_confidence': 0.9999997615814209}",2.885,2.5571875,1.0,1.0,"{'original_duration': 2.885, 'adjusted_duration': 2.5571875, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.37, 'total_adjusted_duration': 2.2481953821042358, 'tempo_ratio': 1.05417884}, 'gcl': {'count': 1, 'total_original_duration': 0.065, 'total_adjusted_duration': 0.04751962358129972, 'tempo_ratio': 1.367855953}, 'g': {'count': 1, 'total_original_duration': 0.0725, 'total_adjusted_duration': 0.04639454403131442, 'tempo_ratio': 1.562683749}, 'uw': {'count': 1, 'total_original_duration': 0.1425, 'total_adjusted_duration': 0.07893854094924457, 'tempo_ratio': 1.805201848}, 'pcl': {'count': 1, 'total_original_duration': 0.1025, 'total_adjusted_duration': 0.061398322413337196, 'tempo_ratio': 1.66942672}, 'p': {'count': 1, 'total_original_duration': 0.1225, 'total_adjusted_duration': 0.07481482160571602, 'tempo_ratio': 1.637376089}}}",0161.wav
sigh,sie,sie,"{'mean_confidence': 0.990820050239563, 'min_confidence': 0.6142774820327759, 'max_confidence': 0.999997615814209}","{'mean_confidence': 0.9896079301834106, 'min_confidence': 0.6719936728477478, 'max_confidence': 0.9999990463256836}",2.555,2.2235625,1.0,1.0,"{'original_duration': 2.555, 'adjusted_duration': 2.2235625, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.8425, 'total_adjusted_duration': 1.7478059035979132, 'tempo_ratio': 1.05417884}, 's': {'count': 1, 'total_original_duration': 0.285, 'total_adjusted_duration': 0.1691385764172548, 'tempo_ratio': 1.685008861}, 'ay': {'count': 1, 'total_original_duration': 0.4175, 'total_adjusted_duration': 0.3066957870508791, 'tempo_ratio': 1.361283779}}}",0162.wav
snoop,snop,stip,"{'mean_confidence': 0.9990331530570984, 'min_confidence': 0.8843955993652344, 'max_confidence': 1.0}","{'mean_confidence': 0.9961123466491699, 'min_confidence': 0.741692304611206, 'max_confidence': 0.9999998807907104}",2.54,2.1066875,1.0,1.0,"{'original_duration': 2.54, 'adjusted_duration': 2.1066875, 'phoneme_stats': {'noi': {'count': 3, 'total_original_duration': 1.7174999999999998, 'total_adjusted_duration': 1.6292301977907275, 'tempo_ratio': 1.05417884}, 's': {'count': 1, 'total_original_duration': 0.3525, 'total_adjusted_duration': 0.20919771293713094, 'tempo_ratio': 1.685008861}, 'n': {'count': 1, 'total_original_duration': 0.1525, 'total_adjusted_duration': 0.08774596378218658, 'tempo_ratio': 1.737971679}, 'uw': {'count': 1, 'total_original_duration': 0.0975, 'total_adjusted_duration': 0.054010580649483136, 'tempo_ratio': 1.805201848}, 'pcl': {'count': 1, 'total_original_duration': 0.145, 'total_adjusted_duration': 0.0868561634139892, 'tempo_ratio': 1.66942672}, 'p': {'count': 1, 'total_original_duration': 0.065, 'total_adjusted_duration': 0.03969766044384932, 'tempo_ratio': 1.637376089}}}",0163.wav
slay,fley,fly,"{'mean_confidence': 0.999398410320282, 'min_confidence': 0.9284368753433228, 'max_confidence': 0.9999998807907104}","{'mean_confidence': 0.9963407516479492, 'min_confidence': 0.6809176802635193, 'max_confidence': 0.9999997615814209}",2.565,2.0745625,1.0,1.0,"{'original_duration': 2.565, 'adjusted_duration': 2.0745625, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.495, 'total_adjusted_duration': 1.4181654414539377, 'tempo_ratio': 1.05417884}, 'f': {'count': 1, 'total_original_duration': 0.6075, 'total_adjusted_duration': 0.37254897065611686, 'tempo_ratio': 1.630658109}, 'l': {'count': 1, 'total_original_duration': 0.115, 'total_adjusted_duration': 0.06391565566471165, 'tempo_ratio': 1.799246191}, 'ey': {'count': 1, 'total_original_duration': 0.3375, 'total_adjusted_duration': 0.2198822892641853, 'tempo_ratio': 1.534912162}}}",0164.wav
peer,the ber,the ber,"{'mean_confidence': 0.9968432784080505, 'min_confidence': 0.6842771768569946, 'max_confidence': 0.9999994039535522}","{'mean_confidence': 0.9988978505134583, 'min_confidence': 0.9432535767555237, 'max_confidence': 0.9999996423721313}",3.8,3.1174375,2.0,2.0,"{'original_duration': 3.8, 'adjusted_duration': 3.1174375, 'phoneme_stats': {'noi': {'count': 3, 'total_original_duration': 2.395, 'total_adjusted_duration': 2.2719105232656727, 'tempo_ratio': 1.05417884}, 'pcl': {'count': 2, 'total_original_duration': 0.55, 'total_adjusted_duration': 0.3294544129496142, 'tempo_ratio': 1.66942672}, 'p': {'count': 2, 'total_original_duration': 0.305, 'total_adjusted_duration': 0.18627363746729295, 'tempo_ratio': 1.637376089}, 'bcl': {'count': 1, 'total_original_duration': 0.115, 'total_adjusted_duration': 0.07129696948951524, 'tempo_ratio': 1.612971783}, 'b': {'count': 1, 'total_original_duration': 0.1175, 'total_adjusted_duration': 0.07022643547684221, 'tempo_ratio': 1.673159106}, 'ih': {'count': 1, 'total_original_duration': 0.1725, 'total_adjusted_duration': 0.10362100583356948, 'tempo_ratio': 1.664720378}, 'r': {'count': 1, 'total_original_duration': 0.1325, 'total_adjusted_duration': 0.08455791229355694, 'tempo_ratio': 1.566973408}}}",0165.wav
