reference_text,original_transcription,adjusted_transcription,original_confidence,adjusted_confidence,original_duration,adjusted_duration,original_wer,adjusted_wer,phoneme_analysis,wav_file
SWARM,MORE,LON,"{'mean_confidence': 0.9825350642204285, 'min_confidence': 0.5029509663581848, 'max_confidence': 0.9999502897262573}","{'mean_confidence': 0.9776303768157959, 'min_confidence': 0.47954073548316956, 'max_confidence': 0.9999536275863647}",1.95,1.8719375,1.0,1.0,"{'original_duration': 1.95, 'adjusted_duration': 1.8719375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 3.02225, 'total_adjusted_duration': 3.2752946923437967, 'tempo_ratio': 0.922741397}, 's': {'count': 1, 'total_original_duration': 0.9575625, 'total_adjusted_duration': 0.7896783272172113, 'tempo_ratio': 1.212598177}, 'w': {'count': 1, 'total_original_duration': 0.448375, 'total_adjusted_duration': 0.3531953112094574, 'tempo_ratio': 1.269481745}, 'ao': {'count': 1, 'total_original_duration': 0.924375, 'total_adjusted_duration': 0.7754773412970488, 'tempo_ratio': 1.192007749}}}",0049.wav
BAT,BAT,BA,"{'mean_confidence': 0.965857207775116, 'min_confidence': 0.4094889163970947, 'max_confidence': 0.9997444748878479}","{'mean_confidence': 0.9355962872505188, 'min_confidence': 0.23139552772045135, 'max_confidence': 0.9997674822807312}",1.05,0.9210625,0.0,1.0,"{'original_duration': 1.05, 'adjusted_duration': 0.9210625, 'phoneme_stats': {'bcl': {'count': 1, 'total_original_duration': 0.6050625, 'total_adjusted_duration': 0.550725106576896, 'tempo_ratio': 1.098665183}, 'b': {'count': 1, 'total_original_duration': 0.1609375, 'total_adjusted_duration': 0.14356123385916128, 'tempo_ratio': 1.121037314}, 'ae': {'count': 1, 'total_original_duration': 1.0759375, 'total_adjusted_duration': 0.8590654379651237, 'tempo_ratio': 1.252451155}, 'tcl': {'count': 1, 'total_original_duration': 0.289125, 'total_adjusted_duration': 0.2640853078709031, 'tempo_ratio': 1.09481668}, 't': {'count': 1, 'total_original_duration': 0.5215625, 'total_adjusted_duration': 0.4420012694772221, 'tempo_ratio': 1.180002267}, 'noi': {'count': 1, 'total_original_duration': 0.2295, 'total_adjusted_duration': 0.2487154047126814, 'tempo_ratio': 0.922741397}}}",0051.wav
STUBBLE,DABA,DARBA,"{'mean_confidence': 0.9561609029769897, 'min_confidence': 0.4108811020851135, 'max_confidence': 0.9999806880950928}","{'mean_confidence': 0.9534879326820374, 'min_confidence': 0.464422345161438, 'max_confidence': 0.999974250793457}",2.25,2.4379375,1.0,1.0,"{'original_duration': 2.25, 'adjusted_duration': 2.4379375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 3.346625, 'total_adjusted_duration': 3.6268287202465244, 'tempo_ratio': 0.922741397}, 's': {'count': 1, 'total_original_duration': 0.74725, 'total_adjusted_duration': 0.6162387624965067, 'tempo_ratio': 1.212598177}, 'tcl': {'count': 1, 'total_original_duration': 0.313, 'total_adjusted_duration': 0.28589261172016484, 'tempo_ratio': 1.09481668}, 't': {'count': 1, 'total_original_duration': 0.2618125, 'total_adjusted_duration': 0.22187457373757738, 'tempo_ratio': 1.180002267}, 'ah': {'count': 2, 'total_original_duration': 0.7536875000000001, 'total_adjusted_duration': 0.4746705736622224, 'tempo_ratio': 1.58781172}, 'bcl': {'count': 1, 'total_original_duration': 0.26825, 'total_adjusted_duration': 0.24415991709823753, 'tempo_ratio': 1.098665183}, 'b': {'count': 1, 'total_original_duration': 0.1724375, 'total_adjusted_duration': 0.15381958998734988, 'tempo_ratio': 1.121037314}, 'l': {'count': 1, 'total_original_duration': 0.3129375, 'total_adjusted_duration': 0.25860829658949663, 'tempo_ratio': 1.210082987}}}",0053.wav
TRAIT,TRAINT,TRANK,"{'mean_confidence': 0.9490784406661987, 'min_confidence': 0.3664209246635437, 'max_confidence': 0.999860405921936}","{'mean_confidence': 0.9583215713500977, 'min_confidence': 0.5721777081489563, 'max_confidence': 0.9996726512908936}",1.2,1.053,1.0,1.0,"{'original_duration': 1.2, 'adjusted_duration': 1.053, 'phoneme_stats': {'tcl': {'count': 2, 'total_original_duration': 0.8038749999999999, 'total_adjusted_duration': 0.734255345835615, 'tempo_ratio': 1.09481668}, 't': {'count': 2, 'total_original_duration': 0.885625, 'total_adjusted_duration': 0.7505282191123112, 'tempo_ratio': 1.180002267}, 'r': {'count': 1, 'total_original_duration': 0.177125, 'total_adjusted_duration': 0.15978278122438397, 'tempo_ratio': 1.108536218}, 'ey': {'count': 1, 'total_original_duration': 0.9265, 'total_adjusted_duration': 0.8104288911278049, 'tempo_ratio': 1.14322183}, 'noi': {'count': 1, 'total_original_duration': 0.50075, 'total_adjusted_duration': 0.5426764222652515, 'tempo_ratio': 0.922741397}}}",0054.wav
SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR,SHE HAD YOUR DOGS O AN GOD OVAS WATO A YO,SHE HAD YOUR DUCK O AN GOD OVAS WATA A YE,"{'mean_confidence': 0.9200795292854309, 'min_confidence': 0.3039066791534424, 'max_confidence': 0.9999934434890747}","{'mean_confidence': 0.9110143780708313, 'min_confidence': 0.27248522639274597, 'max_confidence': 0.9999904632568359}",8.1,7.269375,0.7272727272727273,0.7272727272727273,"{'original_duration': 8.1, 'adjusted_duration': 7.269375, 'phoneme_stats': {'noi': {'count': 3, 'total_original_duration': 3.3695, 'total_adjusted_duration': 3.6516189811737685, 'tempo_ratio': 0.922741397}, 'sh': {'count': 2, 'total_original_duration': 1.30925, 'total_adjusted_duration': 1.2045133086535174, 'tempo_ratio': 1.086953536}, 'iy': {'count': 3, 'total_original_duration': 1.426375, 'total_adjusted_duration': 1.1291848254614691, 'tempo_ratio': 1.263190018}, 'hh': {'count': 1, 'total_original_duration': 0.275625, 'total_adjusted_duration': 0.22896730243081242, 'tempo_ratio': 1.2037745}, 'ae': {'count': 1, 'total_original_duration': 0.83375, 'total_adjusted_duration': 0.665694623436233, 'tempo_ratio': 1.252451155}, 'dcl': {'count': 3, 'total_original_duration': 0.5856874999999999, 'total_adjusted_duration': 0.558871369028281, 'tempo_ratio': 1.047982653}, 'd': {'count': 2, 'total_original_duration': 0.38587499999999997, 'total_adjusted_duration': 0.3157679688373336, 'tempo_ratio': 1.222020718}, 'y': {'count': 2, 'total_original_duration': 0.8888750000000001, 'total_adjusted_duration': 0.6880825125991692, 'tempo_ratio': 1.291814548}, 'ao': {'count': 3, 'total_original_duration': 1.5573125, 'total_adjusted_duration': 1.306461725023568, 'tempo_ratio': 1.192007749}, 'aa': {'count': 2, 'total_original_duration': 1.1300625, 'total_adjusted_duration': 0.873197223313461, 'tempo_ratio': 1.294166392}, 'r': {'count': 3, 'total_original_duration': 1.426375, 'total_adjusted_duration': 1.2867193483073007, 'tempo_ratio': 1.108536218}, 's': {'count': 2, 'total_original_duration': 1.033625, 'total_adjusted_duration': 0.8524052069393799, 'tempo_ratio': 1.212598177}, 'uw': {'count': 1, 'total_original_duration': 0.716625, 'total_adjusted_duration': 0.6186407982935163, 'tempo_ratio': 1.158386259}, 'ih': {'count': 2, 'total_original_duration': 1.4953125, 'total_adjusted_duration': 1.2063803648607654, 'tempo_ratio': 1.239503347}, 'n': {'count': 1, 'total_original_duration': 0.51675, 'total_adjusted_duration': 0.424144389364625, 'tempo_ratio': 1.218335107}, 'gcl': {'count': 1, 'total_original_duration': 2.4461875, 'total_adjusted_duration': 2.3250940489760614, 'tempo_ratio': 1.052081098}, 'g': {'count': 1, 'total_original_duration': 0.45475, 'total_adjusted_duration': 0.3896720160075533, 'tempo_ratio': 1.167007076}, 'w': {'count': 2, 'total_original_duration': 0.8475, 'total_adjusted_duration': 0.6675952634513858, 'tempo_ratio': 1.269481745}, 'tcl': {'count': 1, 'total_original_duration': 0.186, 'total_adjusted_duration': 0.16989145616597656, 'tempo_ratio': 1.09481668}, 't': {'count': 1, 'total_original_duration': 0.310125, 'total_adjusted_duration': 0.2628172916891523, 'tempo_ratio': 1.180002267}, 'er': {'count': 1, 'total_original_duration': 0.33075, 'total_adjusted_duration': 0.24187907372900516, 'tempo_ratio': 1.36741883}, 'l': {'count': 1, 'total_original_duration': 0.77175, 'total_adjusted_duration': 0.6377661766101667, 'tempo_ratio': 1.210082987}}}",0055.wav
HORN,HON,HOM,"{'mean_confidence': 0.9745630621910095, 'min_confidence': 0.4161156117916107, 'max_confidence': 0.9999896287918091}","{'mean_confidence': 0.9689357876777649, 'min_confidence': 0.4733028709888458, 'max_confidence': 0.9999834299087524}",1.95,1.8425625,1.0,1.0,"{'original_duration': 1.95, 'adjusted_duration': 1.8425625, 'phoneme_stats': {'noi': {'count': 3, 'total_original_duration': 2.5351875, 'total_adjusted_duration': 2.7474517868628796, 'tempo_ratio': 0.922741397}, 'hh': {'count': 2, 'total_original_duration': 1.179, 'total_adjusted_duration': 0.9794193181530262, 'tempo_ratio': 1.2037745}, 'ao': {'count': 1, 'total_original_duration': 0.6033125, 'total_adjusted_duration': 0.506131357372577, 'tempo_ratio': 1.192007749}, 'r': {'count': 1, 'total_original_duration': 0.3210625, 'total_adjusted_duration': 0.28962743371547645, 'tempo_ratio': 1.108536218}, 'n': {'count': 1, 'total_original_duration': 0.714, 'total_adjusted_duration': 0.58604565845446, 'tempo_ratio': 1.218335107}}}",0056.wav
LEAD AS IN I WILL LEAD YOU,IT,INDI,"{'mean_confidence': 0.9525246024131775, 'min_confidence': 0.42685946822166443, 'max_confidence': 0.9999868869781494}","{'mean_confidence': 0.9453672170639038, 'min_confidence': 0.46962711215019226, 'max_confidence': 0.9999861717224121}",2.1,1.973375,1.0,1.0,"{'original_duration': 2.1, 'adjusted_duration': 1.973375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.9804375, 'total_adjusted_duration': 3.229981346550555, 'tempo_ratio': 0.922741397}, 'l': {'count': 1, 'total_original_duration': 0.6795625, 'total_adjusted_duration': 0.561583385024485, 'tempo_ratio': 1.210082987}, 'iy': {'count': 1, 'total_original_duration': 1.430625, 'total_adjusted_duration': 1.13254932323254, 'tempo_ratio': 1.263190018}, 'dcl': {'count': 1, 'total_original_duration': 0.2623125, 'total_adjusted_duration': 0.25030233014744374, 'tempo_ratio': 1.047982653}, 'd': {'count': 1, 'total_original_duration': 0.4113125, 'total_adjusted_duration': 0.33658390069946426, 'tempo_ratio': 1.222020718}}}",0057.wav
SHEET,SHET,SH,"{'mean_confidence': 0.9578689336776733, 'min_confidence': 0.42285263538360596, 'max_confidence': 0.9999817609786987}","{'mean_confidence': 0.9477236866950989, 'min_confidence': 0.4346120059490204, 'max_confidence': 0.9999892711639404}",1.95,1.993375,1.0,1.0,"{'original_duration': 1.95, 'adjusted_duration': 1.993375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.4244375, 'total_adjusted_duration': 2.6274289935211392, 'tempo_ratio': 0.922741397}, 'sh': {'count': 1, 'total_original_duration': 1.06275, 'total_adjusted_duration': 0.9777326857143598, 'tempo_ratio': 1.086953536}, 'iy': {'count': 1, 'total_original_duration': 0.9133125, 'total_adjusted_duration': 0.7230206754214551, 'tempo_ratio': 1.263190018}, 'tcl': {'count': 1, 'total_original_duration': 0.4040625, 'total_adjusted_duration': 0.3690686371347575, 'tempo_ratio': 1.09481668}, 't': {'count': 1, 'total_original_duration': 0.548, 'total_adjusted_duration': 0.464405887450723, 'tempo_ratio': 1.180002267}}}",0058.wav
BETA,BROW YAR,DRALGAR,"{'mean_confidence': 0.9369839429855347, 'min_confidence': 0.3965621590614319, 'max_confidence': 0.9999569654464722}","{'mean_confidence': 0.9436492919921875, 'min_confidence': 0.3429219722747803, 'max_confidence': 0.9999864101409912}",1.8,1.6275625,2.0,1.0,"{'original_duration': 1.8, 'adjusted_duration': 1.6275625, 'phoneme_stats': {'bcl': {'count': 1, 'total_original_duration': 1.38975, 'total_adjusted_duration': 1.2649440625807107, 'tempo_ratio': 1.098665183}, 'b': {'count': 1, 'total_original_duration': 0.2196875, 'total_adjusted_duration': 0.19596805320969005, 'tempo_ratio': 1.121037314}, 'ey': {'count': 1, 'total_original_duration': 0.413875, 'total_adjusted_duration': 0.3620251023373127, 'tempo_ratio': 1.14322183}, 't': {'count': 1, 'total_original_duration': 0.38325, 'total_adjusted_duration': 0.3247875116158569, 'tempo_ratio': 1.180002267}, 'ah': {'count': 1, 'total_original_duration': 0.7715, 'total_adjusted_duration': 0.48588884329434223, 'tempo_ratio': 1.58781172}, 'noi': {'count': 1, 'total_original_duration': 1.76275, 'total_adjusted_duration': 1.9103402163715866, 'tempo_ratio': 0.922741397}}}",0059.wav
SLIP,A NO,A LE,"{'mean_confidence': 0.9512807130813599, 'min_confidence': 0.343164324760437, 'max_confidence': 0.9999655485153198}","{'mean_confidence': 0.9331120848655701, 'min_confidence': 0.2783329486846924, 'max_confidence': 0.9999560117721558}",2.25,2.0064375,2.0,2.0,"{'original_duration': 2.25, 'adjusted_duration': 2.0064375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.9415624999999999, 'total_adjusted_duration': 2.1041241959148818, 'tempo_ratio': 0.922741397}, 's': {'count': 1, 'total_original_duration': 1.4945, 'total_adjusted_duration': 1.2324775249930133, 'tempo_ratio': 1.212598177}, 'l': {'count': 1, 'total_original_duration': 1.0346875, 'total_adjusted_duration': 0.8550549930175987, 'tempo_ratio': 1.210082987}, 'ih': {'count': 1, 'total_original_duration': 0.766375, 'total_adjusted_duration': 0.6182919972381486, 'tempo_ratio': 1.239503347}, 'pcl': {'count': 1, 'total_original_duration': 0.881375, 'total_adjusted_duration': 0.6609360951956088, 'tempo_ratio': 1.333525293}, 'p': {'count': 1, 'total_original_duration': 0.0575, 'total_adjusted_duration': 0.04260785245292244, 'tempo_ratio': 1.349516502}}}",0060.wav
BEAT,BEING,BEIN,"{'mean_confidence': 0.948868989944458, 'min_confidence': 0.499340683221817, 'max_confidence': 0.9995354413986206}","{'mean_confidence': 0.9528157711029053, 'min_confidence': 0.4710266590118408, 'max_confidence': 0.9995869994163513}",1.2,1.1895,1.0,1.0,"{'original_duration': 1.2, 'adjusted_duration': 1.1895, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 0.9061250000000001, 'total_adjusted_duration': 0.9819923577136315, 'tempo_ratio': 0.922741397}, 'bcl': {'count': 1, 'total_original_duration': 0.3065625, 'total_adjusted_duration': 0.2790317785104509, 'tempo_ratio': 1.098665183}, 'b': {'count': 1, 'total_original_duration': 0.1703125, 'total_adjusted_duration': 0.15192402418105416, 'tempo_ratio': 1.121037314}, 'iy': {'count': 1, 'total_original_duration': 0.654, 'total_adjusted_duration': 0.5177368334777326, 'tempo_ratio': 1.263190018}, 'tcl': {'count': 1, 'total_original_duration': 0.89925, 'total_adjusted_duration': 0.8213703868669593, 'tempo_ratio': 1.09481668}, 't': {'count': 1, 'total_original_duration': 0.357625, 'total_adjusted_duration': 0.30307145164154164, 'tempo_ratio': 1.180002267}}}",0061.wav
WHEN HE SPEAKS HIS VOICE IS JUST A BIT CRACKED AND QUIVERS A TRIFLE,WHEN HE EXPEVED HEPISE THE TI A VER CRIME AND NU CREVERS LIKE TRIFO,WHEN HE XPEVE HESBELIE E TI THE CRIME AND CRIVERS LIFE TRIO,"{'mean_confidence': 0.9203752875328064, 'min_confidence': 0.26553431153297424, 'max_confidence': 0.9999798536300659}","{'mean_confidence': 0.8946160674095154, 'min_confidence': 0.3116988241672516, 'max_confidence': 0.9999790191650391}",12.0,9.4523125,0.7857142857142857,0.7857142857142857,"{'original_duration': 12.0, 'adjusted_duration': 9.4523125, 'phoneme_stats': {'w': {'count': 2, 'total_original_duration': 0.45475, 'total_adjusted_duration': 0.3582170454920563, 'tempo_ratio': 1.269481745}, 'eh': {'count': 1, 'total_original_duration': 0.317, 'total_adjusted_duration': 0.24396823085717806, 'tempo_ratio': 1.299349505}, 'n': {'count': 2, 'total_original_duration': 0.9715625, 'total_adjusted_duration': 0.797450959442803, 'tempo_ratio': 1.218335107}, 'hh': {'count': 2, 'total_original_duration': 1.2058749999999998, 'total_adjusted_duration': 1.001744928140611, 'tempo_ratio': 1.2037745}, 'iy': {'count': 2, 'total_original_duration': 1.6330624999999999, 'total_adjusted_duration': 1.2928082685339901, 'tempo_ratio': 1.263190018}, 's': {'count': 4, 'total_original_duration': 2.177375, 'total_adjusted_duration': 1.7956278025972983, 'tempo_ratio': 1.212598177}, 'pcl': {'count': 1, 'total_original_duration': 0.1929375, 'total_adjusted_duration': 0.14468229512614128, 'tempo_ratio': 1.333525293}, 'p': {'count': 1, 'total_original_duration': 0.275625, 'total_adjusted_duration': 0.20423981447542167, 'tempo_ratio': 1.349516502}, 'kcl': {'count': 5, 'total_original_duration': 5.140375000000001, 'total_adjusted_duration': 3.7667728533823306, 'tempo_ratio': 1.364662856}, 'k': {'count': 5, 'total_original_duration': 3.1973125000000002, 'total_adjusted_duration': 2.24397127729398, 'tempo_ratio': 1.424845555}, 'ih': {'count': 4, 'total_original_duration': 1.7158125, 'total_adjusted_duration': 1.3842741967198575, 'tempo_ratio': 1.239503347}, 'z': {'count': 3, 'total_original_duration': 1.7295000000000003, 'total_adjusted_duration': 1.1609630595570586, 'tempo_ratio': 1.489711482}, 'noi': {'count': 3, 'total_original_duration': 2.901, 'total_adjusted_duration': 3.1438927628387305, 'tempo_ratio': 0.922741397}, 'v': {'count': 2, 'total_original_duration': 0.67525, 'total_adjusted_duration': 0.49000567836939435, 'tempo_ratio': 1.378045255}, 'oy': {'count': 1, 'total_original_duration': 0.654625, 'total_adjusted_duration': 0.39654039123898316, 'tempo_ratio': 1.650840657}, 'dcl': {'count': 1, 'total_original_duration': 0.764875, 'total_adjusted_duration': 0.7298546381568779, 'tempo_ratio': 1.047982653}, 'jh': {'count': 1, 'total_original_duration': 0.48925, 'total_adjusted_duration': 0.36787318295770893, 'tempo_ratio': 1.329942009}, 'ah': {'count': 3, 'total_original_duration': 1.316125, 'total_adjusted_duration': 0.8288923575901053, 'tempo_ratio': 1.58781172}, 'tcl': {'count': 1, 'total_original_duration': 0.2825, 'total_adjusted_duration': 0.2580340664886472, 'tempo_ratio': 1.09481668}, 't': {'count': 2, 'total_original_duration': 0.944, 'total_adjusted_duration': 0.7999984630538002, 'tempo_ratio': 1.180002267}, 'bcl': {'count': 1, 'total_original_duration': 0.503, 'total_adjusted_duration': 0.45782828816556753, 'tempo_ratio': 1.098665183}, 'b': {'count': 1, 'total_original_duration': 0.2205, 'total_adjusted_duration': 0.19669282837092075, 'tempo_ratio': 1.121037314}, 'r': {'count': 2, 'total_original_duration': 0.468625, 'total_adjusted_duration': 0.42274216429796435, 'tempo_ratio': 1.108536218}, 'ae': {'count': 2, 'total_original_duration': 1.5710625, 'total_adjusted_duration': 1.2543902360807038, 'tempo_ratio': 1.252451155}, 'er': {'count': 1, 'total_original_duration': 0.61325, 'total_adjusted_duration': 0.4484726892345046, 'tempo_ratio': 1.36741883}, 'l': {'count': 2, 'total_original_duration': 0.6683749999999999, 'total_adjusted_duration': 0.5523381513337481, 'tempo_ratio': 1.210082987}, 'ay': {'count': 2, 'total_original_duration': 1.2816875, 'total_adjusted_duration': 1.2346537303646106, 'tempo_ratio': 1.038094705}, 'f': {'count': 1, 'total_original_duration': 0.67525, 'total_adjusted_duration': 0.5707891870690476, 'tempo_ratio': 1.183011198}}}",0062.wav
CAR,HO,O,"{'mean_confidence': 0.9849117398262024, 'min_confidence': 0.45722636580467224, 'max_confidence': 0.9999934434890747}","{'mean_confidence': 0.9870610237121582, 'min_confidence': 0.41063594818115234, 'max_confidence': 0.9999938011169434}",4.95,5.3644375,1.0,1.0,"{'original_duration': 4.95, 'adjusted_duration': 5.3644375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 10.9905625, 'total_adjusted_duration': 11.910772114193982, 'tempo_ratio': 0.922741397}, 'kcl': {'count': 1, 'total_original_duration': 0.888875, 'total_adjusted_duration': 0.6513513547261083, 'tempo_ratio': 1.364662856}, 'k': {'count': 1, 'total_original_duration': 0.434125, 'total_adjusted_duration': 0.3046821450062354, 'tempo_ratio': 1.424845555}, 'aa': {'count': 1, 'total_original_duration': 0.9578125, 'total_adjusted_duration': 0.7400999639001598, 'tempo_ratio': 1.294166392}, 'r': {'count': 1, 'total_original_duration': 0.3445, 'total_adjusted_duration': 0.3107701799960495, 'tempo_ratio': 1.108536218}}}",0063.wav
KNEE,MA,NAME,"{'mean_confidence': 0.9525187611579895, 'min_confidence': 0.42359933257102966, 'max_confidence': 0.9999617338180542}","{'mean_confidence': 0.9522652626037598, 'min_confidence': 0.48407837748527527, 'max_confidence': 0.9999608993530273}",1.2,1.165375,1.0,1.0,"{'original_duration': 1.2, 'adjusted_duration': 1.165375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.9040625, 'total_adjusted_duration': 2.063484423903006, 'tempo_ratio': 0.922741397}, 'n': {'count': 1, 'total_original_duration': 0.4939375, 'total_adjusted_duration': 0.4054200664185572, 'tempo_ratio': 1.218335107}, 'iy': {'count': 1, 'total_original_duration': 0.8788125, 'total_adjusted_duration': 0.6957088699857031, 'tempo_ratio': 1.263190018}}}",0064.wav
NO,NO,NO,"{'mean_confidence': 0.9849275946617126, 'min_confidence': 0.5722473859786987, 'max_confidence': 0.9998645782470703}","{'mean_confidence': 0.9826096296310425, 'min_confidence': 0.5605378746986389, 'max_confidence': 0.9998935461044312}",1.35,1.3356875,0.0,0.0,"{'original_duration': 1.35, 'adjusted_duration': 1.3356875, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.2455625, 'total_adjusted_duration': 2.4335772810244904, 'tempo_ratio': 0.922741397}, 'n': {'count': 1, 'total_original_duration': 0.33725, 'total_adjusted_duration': 0.27681218251227824, 'tempo_ratio': 1.218335107}, 'ow': {'count': 1, 'total_original_duration': 1.1113125, 'total_adjusted_duration': 1.0122063333087994, 'tempo_ratio': 1.097911032}}}",0065.wav
YET HE STILL THINKS AS SWIFTLY AS EVER,YETY STAR THIN FAT WOLDLY AS EVER,YEITY STAR THINK THAT WORDLY AS EVER,"{'mean_confidence': 0.9227691292762756, 'min_confidence': 0.3154735565185547, 'max_confidence': 0.9999680519104004}","{'mean_confidence': 0.9284377098083496, 'min_confidence': 0.3196311295032501, 'max_confidence': 0.9999743700027466}",6.15,5.6208125,0.75,0.75,"{'original_duration': 6.15, 'adjusted_duration': 5.6208125, 'phoneme_stats': {'noi': {'count': 3, 'total_original_duration': 3.3694999999999995, 'total_adjusted_duration': 3.6516189811737685, 'tempo_ratio': 0.922741397}, 'y': {'count': 1, 'total_original_duration': 0.606375, 'total_adjusted_duration': 0.4693978721162381, 'tempo_ratio': 1.291814548}, 'eh': {'count': 2, 'total_original_duration': 1.3436875000000001, 'total_adjusted_duration': 1.0341232246053766, 'tempo_ratio': 1.299349505}, 'tcl': {'count': 2, 'total_original_duration': 0.3238125, 'total_adjusted_duration': 0.2957686943534693, 'tempo_ratio': 1.09481668}, 't': {'count': 2, 'total_original_duration': 0.48924999999999996, 'total_adjusted_duration': 0.41461784750960984, 'tempo_ratio': 1.180002267}, 'hh': {'count': 1, 'total_original_duration': 0.2825, 'total_adjusted_duration': 0.23467850498577597, 'tempo_ratio': 1.2037745}, 'iy': {'count': 2, 'total_original_duration': 0.93025, 'total_adjusted_duration': 0.7364291885973406, 'tempo_ratio': 1.263190018}, 's': {'count': 3, 'total_original_duration': 1.453875, 'total_adjusted_duration': 1.1989750830707375, 'tempo_ratio': 1.212598177}, 'ih': {'count': 3, 'total_original_duration': 1.1989375, 'total_adjusted_duration': 0.9672724990229493, 'tempo_ratio': 1.239503347}, 'l': {'count': 2, 'total_original_duration': 0.8338125000000001, 'total_adjusted_duration': 0.6890539813861543, 'tempo_ratio': 1.210082987}, 'dcl': {'count': 2, 'total_original_duration': 0.5580625, 'total_adjusted_duration': 0.5325111998776568, 'tempo_ratio': 1.047982653}, 'th': {'count': 1, 'total_original_duration': 0.2963125, 'total_adjusted_duration': 0.25998990406063904, 'tempo_ratio': 1.139707717}, 'ng': {'count': 1, 'total_original_duration': 0.6890625, 'total_adjusted_duration': 0.49438127311137614, 'tempo_ratio': 1.393787624}, 'k': {'count': 1, 'total_original_duration': 0.42725, 'total_adjusted_duration': 0.29985706064823286, 'tempo_ratio': 1.424845555}, 'ae': {'count': 2, 'total_original_duration': 1.3781875000000001, 'total_adjusted_duration': 1.1003922144971794, 'tempo_ratio': 1.252451155}, 'z': {'count': 2, 'total_original_duration': 1.316125, 'total_adjusted_duration': 0.8834764421853332, 'tempo_ratio': 1.489711482}, 'w': {'count': 1, 'total_original_duration': 0.055125, 'total_adjusted_duration': 0.04342323173776713, 'tempo_ratio': 1.269481745}, 'f': {'count': 1, 'total_original_duration': 0.6339375, 'total_adjusted_duration': 0.5358677086672852, 'tempo_ratio': 1.183011198}, 'v': {'count': 1, 'total_original_duration': 0.2963125, 'total_adjusted_duration': 0.21502378018782844, 'tempo_ratio': 1.378045255}, 'er': {'count': 1, 'total_original_duration': 0.441, 'total_adjusted_duration': 0.32250543163867357, 'tempo_ratio': 1.36741883}}}",0066.wav
