reference_text,original_transcription,adjusted_transcription,original_confidence,adjusted_confidence,original_duration,adjusted_duration,original_wer,adjusted_wer,phoneme_analysis,wav_file
DUG,DED,DED,"{'mean_confidence': 0.984058141708374, 'min_confidence': 0.520596981048584, 'max_confidence': 0.9999960660934448}","{'mean_confidence': 0.9725973010063171, 'min_confidence': 0.3793986141681671, 'max_confidence': 0.9999474287033081}",2.84,2.5328125,1.0,1.0,"{'original_duration': 2.84, 'adjusted_duration': 2.5328125, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.065875, 'total_adjusted_duration': 2.065875, 'tempo_ratio': 1.0}, 'dcl': {'count': 1, 'total_original_duration': 0.1648125, 'total_adjusted_duration': 0.11037411528127361, 'tempo_ratio': 1.493216952}, 'd': {'count': 1, 'total_original_duration': 0.042, 'total_adjusted_duration': 0.026144227839904114, 'tempo_ratio': 1.606473148}, 'ah': {'count': 1, 'total_original_duration': 0.3524375, 'total_adjusted_duration': 0.2010257285645254, 'tempo_ratio': 1.753195984}, 'gcl': {'count': 1, 'total_original_duration': 0.1284375, 'total_adjusted_duration': 0.08488100463972145, 'tempo_ratio': 1.513147736}, 'g': {'count': 1, 'total_original_duration': 0.082125, 'total_adjusted_duration': 0.0445786438309889, 'tempo_ratio': 1.842249852}}}",0031.wav
SHARE,SEUR,SHER,"{'mean_confidence': 0.9727291464805603, 'min_confidence': 0.4294016659259796, 'max_confidence': 0.999998927116394}","{'mean_confidence': 0.9769828915596008, 'min_confidence': 0.4968428313732147, 'max_confidence': 0.999997615814209}",4.045,3.4685,1.0,1.0,"{'original_duration': 4.045, 'adjusted_duration': 3.4685, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.8375, 'total_adjusted_duration': 2.8375, 'tempo_ratio': 1.0}, 'sh': {'count': 1, 'total_original_duration': 0.6275, 'total_adjusted_duration': 0.30263709140361617, 'tempo_ratio': 2.073440493}, 'eh': {'count': 1, 'total_original_duration': 0.345, 'total_adjusted_duration': 0.2162276698966783, 'tempo_ratio': 1.595540479}, 'r': {'count': 1, 'total_original_duration': 0.23, 'total_adjusted_duration': 0.11214184675143497, 'tempo_ratio': 2.050973893}}}",0032.wav
WARM,ON,ON,"{'mean_confidence': 0.9892500042915344, 'min_confidence': 0.6433363556861877, 'max_confidence': 0.9999988079071045}","{'mean_confidence': 0.9887202978134155, 'min_confidence': 0.5216234922409058, 'max_confidence': 0.999997615814209}",3.53,3.1870625,1.0,1.0,"{'original_duration': 3.53, 'adjusted_duration': 3.1870625, 'phoneme_stats': {'sil': {'count': 3, 'total_original_duration': 1.7, 'total_adjusted_duration': 1.7, 'tempo_ratio': 1.0}, 'noi': {'count': 1, 'total_original_duration': 0.7375, 'total_adjusted_duration': 0.7953907491112053, 'tempo_ratio': 0.927217221}, 'w': {'count': 1, 'total_original_duration': 0.3475, 'total_adjusted_duration': 0.24973799214673117, 'tempo_ratio': 1.391458292}, 'ao': {'count': 1, 'total_original_duration': 0.32, 'total_adjusted_duration': 0.2150204485656076, 'tempo_ratio': 1.488230548}, 'r': {'count': 1, 'total_original_duration': 0.1175, 'total_adjusted_duration': 0.05728985649258091, 'tempo_ratio': 2.050973893}, 'm': {'count': 1, 'total_original_duration': 0.305, 'total_adjusted_duration': 0.16965083033457412, 'tempo_ratio': 1.79781024}}}",0033.wav
CHAIR,DEAR,DER,"{'mean_confidence': 0.9911758899688721, 'min_confidence': 0.506928563117981, 'max_confidence': 0.9999994039535522}","{'mean_confidence': 0.9811913967132568, 'min_confidence': 0.46139878034591675, 'max_confidence': 0.9999967813491821}",3.425,3.1244375,1.0,1.0,"{'original_duration': 3.425, 'adjusted_duration': 3.1244375, 'phoneme_stats': {'sil': {'count': 3, 'total_original_duration': 2.56, 'total_adjusted_duration': 2.56, 'tempo_ratio': 1.0}, 'noi': {'count': 1, 'total_original_duration': 0.1375, 'total_adjusted_duration': 0.14829319051225862, 'tempo_ratio': 0.927217221}, 'ch': {'count': 1, 'total_original_duration': 0.1525, 'total_adjusted_duration': 0.10237567266372079, 'tempo_ratio': 1.489611702}, 'eh': {'count': 1, 'total_original_duration': 0.2575, 'total_adjusted_duration': 0.16138731883592658, 'tempo_ratio': 1.595540479}, 'r': {'count': 1, 'total_original_duration': 0.3125, 'total_adjusted_duration': 0.15236663960792796, 'tempo_ratio': 2.050973893}}}",0034.wav
STICKS,DAK,TAK,"{'mean_confidence': 0.9802696704864502, 'min_confidence': 0.35729289054870605, 'max_confidence': 0.9999955892562866}","{'mean_confidence': 0.9763681888580322, 'min_confidence': 0.5555245280265808, 'max_confidence': 0.9999901056289673}",3.4050625,2.883,1.0,1.0,"{'original_duration': 3.4050625, 'adjusted_duration': 2.883, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 1.715, 'total_adjusted_duration': 1.715, 'tempo_ratio': 1.0}, 's': {'count': 2, 'total_original_duration': 0.9025000000000001, 'total_adjusted_duration': 0.6471790617430302, 'tempo_ratio': 1.394513595}, 'tcl': {'count': 1, 'total_original_duration': 0.255, 'total_adjusted_duration': 0.18241781747361174, 'tempo_ratio': 1.397889765}, 't': {'count': 1, 'total_original_duration': 0.05, 'total_adjusted_duration': 0.0344774183063693, 'tempo_ratio': 1.450224595}, 'ih': {'count': 1, 'total_original_duration': 0.2175, 'total_adjusted_duration': 0.14118726510784246, 'tempo_ratio': 1.540507211}, 'kcl': {'count': 1, 'total_original_duration': 0.115, 'total_adjusted_duration': 0.07372397933945869, 'tempo_ratio': 1.559872392}, 'k': {'count': 1, 'total_original_duration': 0.145, 'total_adjusted_duration': 0.08896474313302054, 'tempo_ratio': 1.629859143}}}",0035.wav
ALPHA,ION GO,ALBER,"{'mean_confidence': 0.9625632166862488, 'min_confidence': 0.32089027762413025, 'max_confidence': 0.9999982118606567}","{'mean_confidence': 0.9692118167877197, 'min_confidence': 0.4070204198360443, 'max_confidence': 0.9999891519546509}",3.3,2.8815625,2.0,1.0,"{'original_duration': 3.3, 'adjusted_duration': 2.8815625, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.397875, 'total_adjusted_duration': 2.397875, 'tempo_ratio': 1.0}, 'ae': {'count': 1, 'total_original_duration': 0.305125, 'total_adjusted_duration': 0.15624706596686347, 'tempo_ratio': 1.95283667}, 'l': {'count': 1, 'total_original_duration': 0.149875, 'total_adjusted_duration': 0.08266789283252193, 'tempo_ratio': 1.812977141}, 'f': {'count': 1, 'total_original_duration': 0.1695, 'total_adjusted_duration': 0.08805177885530911, 'tempo_ratio': 1.925003699}, 'ah': {'count': 1, 'total_original_duration': 0.27475, 'total_adjusted_duration': 0.15671379726363782, 'tempo_ratio': 1.753195984}}}",0036.wav
HAIR,ERE,ER,"{'mean_confidence': 0.9901275038719177, 'min_confidence': 0.5851236581802368, 'max_confidence': 0.9999880790710449}","{'mean_confidence': 0.9904110431671143, 'min_confidence': 0.5001440644264221, 'max_confidence': 0.9999899864196777}",3.83,3.6085625,1.0,1.0,"{'original_duration': 3.83, 'adjusted_duration': 3.6085625, 'phoneme_stats': {'sil': {'count': 3, 'total_original_duration': 2.989, 'total_adjusted_duration': 2.989, 'tempo_ratio': 1.0}, 'noi': {'count': 1, 'total_original_duration': 0.27, 'total_adjusted_duration': 0.291193901369526, 'tempo_ratio': 0.927217221}, 'hh': {'count': 1, 'total_original_duration': 0.1088125, 'total_adjusted_duration': 0.06141626207966157, 'tempo_ratio': 1.771721305}, 'eh': {'count': 1, 'total_original_duration': 0.312125, 'total_adjusted_duration': 0.19562336656956728, 'tempo_ratio': 1.595540479}, 'r': {'count': 1, 'total_original_duration': 0.1463125, 'total_adjusted_duration': 0.07133806066443188, 'tempo_ratio': 2.050973893}}}",0037.wav
RAIN,AIN,RAN,"{'mean_confidence': 0.9738033413887024, 'min_confidence': 0.4872451722621918, 'max_confidence': 0.9999926090240479}","{'mean_confidence': 0.9881161451339722, 'min_confidence': 0.4562625586986542, 'max_confidence': 0.9999792575836182}",4.715,4.4735,1.0,1.0,"{'original_duration': 4.715, 'adjusted_duration': 4.4735, 'phoneme_stats': {'sil': {'count': 5, 'total_original_duration': 3.2175, 'total_adjusted_duration': 3.2175, 'tempo_ratio': 1.0}, 'noi': {'count': 3, 'total_original_duration': 0.76, 'total_adjusted_duration': 0.8196569075586657, 'tempo_ratio': 0.927217221}, 'r': {'count': 1, 'total_original_duration': 0.2675, 'total_adjusted_duration': 0.13042584350438632, 'tempo_ratio': 2.050973893}, 'ey': {'count': 1, 'total_original_duration': 0.3, 'total_adjusted_duration': 0.2081066417568381, 'tempo_ratio': 1.441568599}, 'n': {'count': 1, 'total_original_duration': 0.1675, 'total_adjusted_duration': 0.0978299166962081, 'tempo_ratio': 1.712155194}}}",0038.wav
NO,NO,NO,"{'mean_confidence': 0.9976981282234192, 'min_confidence': 0.8206340074539185, 'max_confidence': 0.9999984502792358}","{'mean_confidence': 0.9977829456329346, 'min_confidence': 0.7305029034614563, 'max_confidence': 0.999998927116394}",3.765,3.5848125,0.0,0.0,"{'original_duration': 3.765, 'adjusted_duration': 3.5848125, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 3.0875000000000004, 'total_adjusted_duration': 3.0875000000000004, 'tempo_ratio': 1.0}, 'noi': {'count': 1, 'total_original_duration': 0.085, 'total_adjusted_duration': 0.09167215413485079, 'tempo_ratio': 0.927217221}, 'n': {'count': 1, 'total_original_duration': 0.1975, 'total_adjusted_duration': 0.11535169282090209, 'tempo_ratio': 1.712155194}, 'ow': {'count': 1, 'total_original_duration': 0.3875, 'total_adjusted_duration': 0.2902384203463212, 'tempo_ratio': 1.335109251}}}",0039.wav
BUT HE ALWAYS ANSWERS BANANA OIL,BO TH ALWAY AND THE BU MAN OR YOU,BOT THE AL AND BENEN O,"{'mean_confidence': 0.9303155541419983, 'min_confidence': 0.2983053922653198, 'max_confidence': 0.9999954700469971}","{'mean_confidence': 0.9333482384681702, 'min_confidence': 0.25250381231307983, 'max_confidence': 0.9999899864196777}",7.165,5.3098125,1.5,1.0,"{'original_duration': 7.165, 'adjusted_duration': 5.3098125, 'phoneme_stats': {'sil': {'count': 5, 'total_original_duration': 2.4364375, 'total_adjusted_duration': 2.4364375, 'tempo_ratio': 1.0}, 'noi': {'count': 1, 'total_original_duration': 0.3625, 'total_adjusted_duration': 0.3909547749868636, 'tempo_ratio': 0.927217221}, 'bcl': {'count': 2, 'total_original_duration': 0.2776875, 'total_adjusted_duration': 0.18542026644624027, 'tempo_ratio': 1.497611374}, 'b': {'count': 2, 'total_original_duration': 0.051875000000000004, 'total_adjusted_duration': 0.03416856184447449, 'tempo_ratio': 1.51820847}, 'ah': {'count': 3, 'total_original_duration': 0.6120625, 'total_adjusted_duration': 0.3491124241589638, 'tempo_ratio': 1.753195984}, 'tcl': {'count': 1, 'total_original_duration': 0.1051875, 'total_adjusted_duration': 0.07524734970786484, 'tempo_ratio': 1.397889765}, 't': {'count': 1, 'total_original_duration': 0.032125, 'total_adjusted_duration': 0.022151741261842276, 'tempo_ratio': 1.450224595}, 'iy': {'count': 1, 'total_original_duration': 0.28725, 'total_adjusted_duration': 0.16457953395129024, 'tempo_ratio': 1.745356747}, 'ao': {'count': 1, 'total_original_duration': 0.3953125, 'total_adjusted_duration': 0.2656258471049742, 'tempo_ratio': 1.488230548}, 'w': {'count': 1, 'total_original_duration': 0.1016875, 'total_adjusted_duration': 0.07307980453646253, 'tempo_ratio': 1.391458292}, 'ey': {'count': 1, 'total_original_duration': 0.236375, 'total_adjusted_duration': 0.163970691484242, 'tempo_ratio': 1.441568599}, 'ae': {'count': 2, 'total_original_duration': 0.6364375, 'total_adjusted_duration': 0.32590411158143606, 'tempo_ratio': 1.95283667}, 'n': {'count': 3, 'total_original_duration': 0.34862499999999996, 'total_adjusted_duration': 0.20361764004904803, 'tempo_ratio': 1.712155194}, 's': {'count': 1, 'total_original_duration': 0.055875, 'total_adjusted_duration': 0.04006773415500478, 'tempo_ratio': 1.394513595}, 'er': {'count': 1, 'total_original_duration': 0.28475, 'total_adjusted_duration': 0.13261930762774157, 'tempo_ratio': 2.147123259}, 'z': {'count': 1, 'total_original_duration': 0.2605625, 'total_adjusted_duration': 0.10069971010719142, 'tempo_ratio': 2.587519862}, 'oy': {'count': 1, 'total_original_duration': 0.483, 'total_adjusted_duration': 0.238936598096523, 'tempo_ratio': 2.021456754}, 'l': {'count': 1, 'total_original_duration': 0.1944375, 'total_adjusted_duration': 0.10724762910841357, 'tempo_ratio': 1.812977141}}}",0041.wav
DON T ASK ME TO CARRY AN OILY RAG LIKE THAT,ISH DON AGUME DO GIY IN OEGUEUBE,ISH DONT AGME DO GIY IN OE RGLEGBET,"{'mean_confidence': 0.9097034335136414, 'min_confidence': 0.24797235429286957, 'max_confidence': 0.9999850988388062}","{'mean_confidence': 0.9056053757667542, 'min_confidence': 0.293840616941452, 'max_confidence': 0.9999772310256958}",9.055,6.9025625,1.0,1.0,"{'original_duration': 9.055, 'adjusted_duration': 6.9025625, 'phoneme_stats': {'noi': {'count': 3, 'total_original_duration': 1.1375, 'total_adjusted_duration': 1.2267891215105031, 'tempo_ratio': 0.927217221}, 'sil': {'count': 5, 'total_original_duration': 2.3875, 'total_adjusted_duration': 2.3875, 'tempo_ratio': 1.0}, 'dcl': {'count': 2, 'total_original_duration': 0.41500000000000004, 'total_adjusted_duration': 0.2779234453802263, 'tempo_ratio': 1.493216952}, 'd': {'count': 1, 'total_original_duration': 0.0875, 'total_adjusted_duration': 0.05446714133313356, 'tempo_ratio': 1.606473148}, 'ow': {'count': 1, 'total_original_duration': 0.2675, 'total_adjusted_duration': 0.2003581353358475, 'tempo_ratio': 1.335109251}, 'n': {'count': 2, 'total_original_duration': 0.2525, 'total_adjusted_duration': 0.14747494904950773, 'tempo_ratio': 1.712155194}, 'ae': {'count': 5, 'total_original_duration': 1.12, 'total_adjusted_duration': 0.5735246665559594, 'tempo_ratio': 1.95283667}, 'kcl': {'count': 3, 'total_original_duration': 0.27, 'total_adjusted_duration': 0.17309108192742476, 'tempo_ratio': 1.559872392}, 'k': {'count': 3, 'total_original_duration': 0.2425, 'total_adjusted_duration': 0.14878586351556886, 'tempo_ratio': 1.629859143}, 'm': {'count': 1, 'total_original_duration': 0.175, 'total_adjusted_duration': 0.09734064035590319, 'tempo_ratio': 1.79781024}, 'iy': {'count': 3, 'total_original_duration': 0.785, 'total_adjusted_duration': 0.44976478381814744, 'tempo_ratio': 1.745356747}, 'tcl': {'count': 2, 'total_original_duration': 0.255, 'total_adjusted_duration': 0.18241781747361174, 'tempo_ratio': 1.397889765}, 't': {'count': 1, 'total_original_duration': 0.0575, 'total_adjusted_duration': 0.039649031052324694, 'tempo_ratio': 1.450224595}, 'uw': {'count': 1, 'total_original_duration': 0.2875, 'total_adjusted_duration': 0.21308584309718112, 'tempo_ratio': 1.349221496}, 'r': {'count': 2, 'total_original_duration': 0.30000000000000004, 'total_adjusted_duration': 0.14627197402361083, 'tempo_ratio': 2.050973893}, 'oy': {'count': 1, 'total_original_duration': 0.2525, 'total_adjusted_duration': 0.12490991929476618, 'tempo_ratio': 2.021456754}, 'y': {'count': 1, 'total_original_duration': 0.16, 'total_adjusted_duration': 0.09221882297877046, 'tempo_ratio': 1.73500371}, 'l': {'count': 2, 'total_original_duration': 0.185, 'total_adjusted_duration': 0.10204210291253749, 'tempo_ratio': 1.812977141}, 'gcl': {'count': 1, 'total_original_duration': 0.135, 'total_adjusted_duration': 0.08921799027824735, 'tempo_ratio': 1.513147736}, 'g': {'count': 1, 'total_original_duration': 0.0425, 'total_adjusted_duration': 0.02306961781207949, 'tempo_ratio': 1.842249852}, 'ay': {'count': 1, 'total_original_duration': 0.19, 'total_adjusted_duration': 0.13347311959098296, 'tempo_ratio': 1.423507599}, 'dh': {'count': 1, 'total_original_duration': 0.045, 'total_adjusted_duration': 0.019118250125905147, 'tempo_ratio': 2.353771904}}}",0044.wav
FEET,VIT,BIT,"{'mean_confidence': 0.9894224405288696, 'min_confidence': 0.5552669167518616, 'max_confidence': 0.9999954700469971}","{'mean_confidence': 0.9835962057113647, 'min_confidence': 0.48876953125, 'max_confidence': 0.99998939037323}",4.1450625,3.6994375,1.0,1.0,"{'original_duration': 4.1450625, 'adjusted_duration': 3.6994375, 'phoneme_stats': {'sil': {'count': 3, 'total_original_duration': 2.715, 'total_adjusted_duration': 2.715, 'tempo_ratio': 1.0}, 'noi': {'count': 1, 'total_original_duration': 0.2675, 'total_adjusted_duration': 0.2884976615420304, 'tempo_ratio': 0.927217221}, 'f': {'count': 1, 'total_original_duration': 0.4275, 'total_adjusted_duration': 0.22207749534303622, 'tempo_ratio': 1.925003699}, 'iy': {'count': 1, 'total_original_duration': 0.3075, 'total_adjusted_duration': 0.17618174652749086, 'tempo_ratio': 1.745356747}, 'tcl': {'count': 1, 'total_original_duration': 0.18, 'total_adjusted_duration': 0.1287655182166671, 'tempo_ratio': 1.397889765}, 't': {'count': 1, 'total_original_duration': 0.245, 'total_adjusted_duration': 0.16893934970120958, 'tempo_ratio': 1.450224595}}}",0045.wav
STUBBLE,SDAMBL,SCUMBLE,"{'mean_confidence': 0.9820419549942017, 'min_confidence': 0.41151556372642517, 'max_confidence': 0.9999973773956299}","{'mean_confidence': 0.9802669882774353, 'min_confidence': 0.5587181448936462, 'max_confidence': 0.9999798536300659}",3.985,3.5065625,1.0,1.0,"{'original_duration': 3.985, 'adjusted_duration': 3.5065625, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.68925, 'total_adjusted_duration': 2.68925, 'tempo_ratio': 1.0}, 's': {'count': 1, 'total_original_duration': 0.3475, 'total_adjusted_duration': 0.24919082986781493, 'tempo_ratio': 1.394513595}, 'tcl': {'count': 1, 'total_original_duration': 0.2, 'total_adjusted_duration': 0.14307279801851902, 'tempo_ratio': 1.397889765}, 't': {'count': 1, 'total_original_duration': 0.0399375, 'total_adjusted_duration': 0.02753883787221248, 'tempo_ratio': 1.450224595}, 'ah': {'count': 2, 'total_original_duration': 0.297875, 'total_adjusted_duration': 0.16990399403059547, 'tempo_ratio': 1.753195984}, 'm': {'count': 1, 'total_original_duration': 0.1623125, 'total_adjusted_duration': 0.09028344393010021, 'tempo_ratio': 1.79781024}, 'b': {'count': 1, 'total_original_duration': 0.0231875, 'total_adjusted_duration': 0.015272935475060286, 'tempo_ratio': 1.51820847}, 'l': {'count': 1, 'total_original_duration': 0.2211875, 'total_adjusted_duration': 0.12200236561063182, 'tempo_ratio': 1.812977141}}}",0046.wav
PARK,BARK,BOARD,"{'mean_confidence': 0.9896519184112549, 'min_confidence': 0.4951009452342987, 'max_confidence': 0.999993085861206}","{'mean_confidence': 0.9792346954345703, 'min_confidence': 0.43398648500442505, 'max_confidence': 0.9999808073043823}",2.885,2.576875,1.0,1.0,"{'original_duration': 2.885, 'adjusted_duration': 2.576875, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.1254375, 'total_adjusted_duration': 2.1254375, 'tempo_ratio': 1.0}, 'p': {'count': 1, 'total_original_duration': 0.0324375, 'total_adjusted_duration': 0.024060247152599832, 'tempo_ratio': 1.348178171}, 'aa': {'count': 1, 'total_original_duration': 0.215625, 'total_adjusted_duration': 0.1342395530283392, 'tempo_ratio': 1.606270247}, 'r': {'count': 1, 'total_original_duration': 0.182, 'total_adjusted_duration': 0.08873833090765723, 'tempo_ratio': 2.050973893}, 'kcl': {'count': 1, 'total_original_duration': 0.1445625, 'total_adjusted_duration': 0.09267585011530867, 'tempo_ratio': 1.559872392}, 'k': {'count': 1, 'total_original_duration': 0.182, 'total_adjusted_duration': 0.11166609138075682, 'tempo_ratio': 1.629859143}}}",0047.wav
GLOW,YUO,LUL,"{'mean_confidence': 0.9678148627281189, 'min_confidence': 0.29692667722702026, 'max_confidence': 0.9999990463256836}","{'mean_confidence': 0.9678173661231995, 'min_confidence': 0.17081034183502197, 'max_confidence': 0.9999990463256836}",3.7500625,3.467375,1.0,1.0,"{'original_duration': 3.7500625, 'adjusted_duration': 3.467375, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.91, 'total_adjusted_duration': 2.91, 'tempo_ratio': 1.0}, 'g': {'count': 1, 'total_original_duration': 0.33, 'total_adjusted_duration': 0.1791287971290878, 'tempo_ratio': 1.842249852}, 'ow': {'count': 1, 'total_original_duration': 0.505, 'total_adjusted_duration': 0.3782461994190766, 'tempo_ratio': 1.335109251}}}",0048.wav
SWARM,SEWON,SEBORN,"{'mean_confidence': 0.9725741744041443, 'min_confidence': 0.36836299300193787, 'max_confidence': 0.9999951124191284}","{'mean_confidence': 0.9698602557182312, 'min_confidence': 0.47515004873275757, 'max_confidence': 0.9999896287918091}",3.9400625,3.47525,1.0,1.0,"{'original_duration': 3.9400625, 'adjusted_duration': 3.47525, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 1.9475, 'total_adjusted_duration': 1.9475, 'tempo_ratio': 1.0}, 'noi': {'count': 1, 'total_original_duration': 0.5025, 'total_adjusted_duration': 0.5419442053266178, 'tempo_ratio': 0.927217221}, 's': {'count': 1, 'total_original_duration': 0.655, 'total_adjusted_duration': 0.4696978232040829, 'tempo_ratio': 1.394513595}, 'w': {'count': 1, 'total_original_duration': 0.2025, 'total_adjusted_duration': 0.145530772402052, 'tempo_ratio': 1.391458292}, 'ao': {'count': 1, 'total_original_duration': 0.2875, 'total_adjusted_duration': 0.19318243425816306, 'tempo_ratio': 1.488230548}, 'r': {'count': 1, 'total_original_duration': 0.17, 'total_adjusted_duration': 0.0828874519467128, 'tempo_ratio': 2.050973893}, 'm': {'count': 1, 'total_original_duration': 0.17, 'total_adjusted_duration': 0.0945594792028774, 'tempo_ratio': 1.79781024}}}",0050.wav
LEFT,RE,RE,"{'mean_confidence': 0.9603902697563171, 'min_confidence': 0.3178180158138275, 'max_confidence': 0.9999895095825195}","{'mean_confidence': 0.9715542793273926, 'min_confidence': 0.3864171504974365, 'max_confidence': 0.9999741315841675}",3.07,2.6228125,1.0,1.0,"{'original_duration': 3.07, 'adjusted_duration': 2.6228125, 'phoneme_stats': {'sil': {'count': 3, 'total_original_duration': 1.8103749999999998, 'total_adjusted_duration': 1.8103749999999998, 'tempo_ratio': 1.0}, 'noi': {'count': 1, 'total_original_duration': 0.095, 'total_adjusted_duration': 0.10245711344483323, 'tempo_ratio': 0.927217221}, 'l': {'count': 1, 'total_original_duration': 0.2631875, 'total_adjusted_duration': 0.14516868086645116, 'tempo_ratio': 1.812977141}, 'eh': {'count': 1, 'total_original_duration': 0.1795, 'total_adjusted_duration': 0.11250106303319929, 'tempo_ratio': 1.595540479}, 'f': {'count': 1, 'total_original_duration': 0.305625, 'total_adjusted_duration': 0.15876592868822326, 'tempo_ratio': 1.925003699}, 'tcl': {'count': 2, 'total_original_duration': 0.2814375, 'total_adjusted_duration': 0.20133025296168472, 'tempo_ratio': 1.397889765}, 't': {'count': 2, 'total_original_duration': 0.13368750000000001, 'total_adjusted_duration': 0.0921839971966549, 'tempo_ratio': 1.450224595}}}",0051.wav
FORM,TOND,N,"{'mean_confidence': 0.9676543474197388, 'min_confidence': 0.39539843797683716, 'max_confidence': 0.9999982118606567}","{'mean_confidence': 0.9748896360397339, 'min_confidence': 0.49848470091819763, 'max_confidence': 0.99997878074646}",3.3100625,2.964375,1.0,1.0,"{'original_duration': 3.3100625, 'adjusted_duration': 2.964375, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.4775, 'total_adjusted_duration': 2.4775, 'tempo_ratio': 1.0}, 'f': {'count': 1, 'total_original_duration': 0.1225, 'total_adjusted_duration': 0.06363624135560687, 'tempo_ratio': 1.925003699}, 'ao': {'count': 1, 'total_original_duration': 0.35, 'total_adjusted_duration': 0.2351786156186333, 'tempo_ratio': 1.488230548}, 'r': {'count': 1, 'total_original_duration': 0.1575, 'total_adjusted_duration': 0.07679278636239568, 'tempo_ratio': 2.050973893}, 'm': {'count': 1, 'total_original_duration': 0.2, 'total_adjusted_duration': 0.11124644612103222, 'tempo_ratio': 1.79781024}}}",0052.wav
YOU WISHED TO KNOW ALL ABOUT MY GRANDFATHER,YOU WOULD DO KNOW I ABOU IT MY GRAN VAYOU,YOU WOULD DO KNOW A ABOUT IT MY GRAN TILER,"{'mean_confidence': 0.9557307362556458, 'min_confidence': 0.3277488648891449, 'max_confidence': 0.9999996423721313}","{'mean_confidence': 0.9426917433738708, 'min_confidence': 0.31635141372680664, 'max_confidence': 0.9999995231628418}",7.87,6.18925,0.875,0.75,"{'original_duration': 7.87, 'adjusted_duration': 6.18925, 'phoneme_stats': {'sil': {'count': 5, 'total_original_duration': 2.9344375, 'total_adjusted_duration': 2.9344375, 'tempo_ratio': 1.0}, 'y': {'count': 1, 'total_original_duration': 0.155, 'total_adjusted_duration': 0.08933698476068389, 'tempo_ratio': 1.73500371}, 'uw': {'count': 2, 'total_original_duration': 0.4525, 'total_adjusted_duration': 0.33537858783121555, 'tempo_ratio': 1.349221496}, 'w': {'count': 1, 'total_original_duration': 0.215, 'total_adjusted_duration': 0.15451415341452432, 'tempo_ratio': 1.391458292}, 'ih': {'count': 1, 'total_original_duration': 0.195, 'total_adjusted_duration': 0.12658168595875532, 'tempo_ratio': 1.540507211}, 'tcl': {'count': 1, 'total_original_duration': 0.255, 'total_adjusted_duration': 0.18241781747361174, 'tempo_ratio': 1.397889765}, 't': {'count': 2, 'total_original_duration': 0.18787500000000001, 'total_adjusted_duration': 0.12954889928618263, 'tempo_ratio': 1.450224595}, 'n': {'count': 2, 'total_original_duration': 0.28993749999999996, 'total_adjusted_duration': 0.1693406655051154, 'tempo_ratio': 1.712155194}, 'ow': {'count': 1, 'total_original_duration': 0.17, 'total_adjusted_duration': 0.12733040376483767, 'tempo_ratio': 1.335109251}, 'ao': {'count': 1, 'total_original_duration': 0.76, 'total_adjusted_duration': 0.5106735653433181, 'tempo_ratio': 1.488230548}, 'ah': {'count': 1, 'total_original_duration': 0.1575, 'total_adjusted_duration': 0.08983593473711722, 'tempo_ratio': 1.753195984}, 'bcl': {'count': 1, 'total_original_duration': 0.1038125, 'total_adjusted_duration': 0.06931871766086092, 'tempo_ratio': 1.497611374}, 'b': {'count': 1, 'total_original_duration': 0.0336875, 'total_adjusted_duration': 0.022188981727917775, 'tempo_ratio': 1.51820847}, 'ax': {'count': 1, 'total_original_duration': 0.395, 'total_adjusted_duration': 0.395, 'tempo_ratio': 1.0}, 'm': {'count': 1, 'total_original_duration': 0.1155625, 'total_adjusted_duration': 0.06427958714930893, 'tempo_ratio': 1.79781024}, 'ay': {'count': 1, 'total_original_duration': 0.33375, 'total_adjusted_duration': 0.23445607191310822, 'tempo_ratio': 1.423507599}, 'gcl': {'count': 1, 'total_original_duration': 0.07875, 'total_adjusted_duration': 0.05204382766231096, 'tempo_ratio': 1.513147736}, 'g': {'count': 1, 'total_original_duration': 0.0225, 'total_adjusted_duration': 0.012213327076983258, 'tempo_ratio': 1.842249852}, 'r': {'count': 1, 'total_original_duration': 0.089875, 'total_adjusted_duration': 0.04382064555124008, 'tempo_ratio': 2.050973893}, 'ae': {'count': 2, 'total_original_duration': 0.42725, 'total_adjusted_duration': 0.21878429802324434, 'tempo_ratio': 1.95283667}, 'f': {'count': 1, 'total_original_duration': 0.07, 'total_adjusted_duration': 0.03636356648891822, 'tempo_ratio': 1.925003699}, 'dh': {'count': 1, 'total_original_duration': 0.1658125, 'total_adjusted_duration': 0.0704454410889255, 'tempo_ratio': 2.353771904}, 'er': {'count': 1, 'total_original_duration': 0.2599375, 'total_adjusted_duration': 0.12106314759082026, 'tempo_ratio': 2.147123259}}}",0053.wav
